"","vectorbase.RU","internal.gene_id.x","display.name.x","gene.family.x","gene.family.specific.x","fbpp","odb8_og_id","internal.gene_id.y","display.name.y","gene.family.y","gene.family.specific.y","fbgn","annotation_ID","gene_symbol"
"14805","AAEL011846","gene13734","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14806","AAEL011848","gene13735","","","","FBpp0070469","EOG86Q9JG","gene13735","","","","FBgn0040384","CG32795","CG32795"
"14807","AAEL011850","gene13733","","","","FBpp0081949","EOG8PK50H","gene13733","","","","FBgn0003312","CG14728","sad"
"14808","AAEL011851","gene5912","","","","FBpp0078053","EOG870X8V","gene5912","","","","FBgn0037081","CG6049","barc"
"14809","AAEL011852","gene5916","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14810","AAEL011853","gene5915","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14811","AAEL011854","gene5913","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14812","AAEL011855","gene5914","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14813","AAEL011856","gene5917","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14814","AAEL011857","gene3605","","","","FBpp0075865","EOG834ZXS","gene3605","","","","FBgn0036187","CG11660","RIOK1"
"14815","AAEL011858","gene3606","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14816","AAEL011859","gene3602","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14817","AAEL011862","gene3609","","","","FBpp0076214","EOG89W56D","gene3609","","","","FBgn0035986","CG4022","CG4022"
"14818","AAEL011863","gene3610","","","","FBpp0075837","EOG85TGCN","gene3610","","","","FBgn0052091","CG32091","CG32091"
"14819","AAEL011864","gene3608","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14820","AAEL011865","gene3603","","","","FBpp0075861","EOG8THZJT","gene3603","","","","FBgn0036194","CG11652","CG11652"
"14821","AAEL011866","gene3607","","","","FBpp0075838","EOG8JMBG6","gene3607","","","","FBgn0036188","CG7339","CG7339"
"14822","AAEL011867","gene3600","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14823","AAEL011868","gene3601","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14824","AAEL011870","gene9859","","","","FBpp0304887","EOG8GF66T","gene9859","","","","FBgn0041775","CG10686","tral"
"14825","AAEL011871","gene9855","","","","FBpp0076848","EOG8C8BJP","gene9855","","","","FBgn0035600","CG4769","Cyt-c1"
"14826","AAEL011872","gene9862","","","","FBpp0072714","EOG8XSPGP","gene9862","","","","FBgn0035285","CG12025","CG12025"
"14827","AAEL011873","gene9860","","","","FBpp0076859","EOG8VHP06","gene9860","","","","FBgn0035601","CG10640","Uev1A"
"14828","AAEL011874","gene9864","","","","FBpp0292252","EOG8D55Q7","gene9864","","","","FBgn0035286","CG13924","CG13924"
"14829","AAEL011875","gene9854","","","","FBpp0073041","EOG8MD0RS","gene9854","","","","FBgn0035461","CG10855","ntc"
"14830","AAEL011876","gene9857","","","","FBpp0072743","EOG834ZXB","gene9857","","","","FBgn0002183","CG1828","dre4"
"14831","AAEL011877","gene9863","","","","FBpp0113056","EOG82VC6Q","gene9863","","","","FBgn0034817","CG9882","Art7"
"14832","AAEL011878","gene9861","","","","FBpp0305685","EOG8QZBBC","gene9861","","","","FBgn0264574","CG43946","Glut1"
"14833","AAEL011879","gene9858","","","","FBpp0304889","EOG83JFVW","gene9858","","","","FBgn0002466","CG10522","sti"
"14834","AAEL011880","gene9856","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14835","AAEL011881","gene2003","","","","FBpp0070575","EOG8HMN2Q","gene2003","","","","FBgn0260484","CG32789","HIP"
"14836","AAEL011881","gene2003","","","","FBpp0070573","EOG8HMN2Q","gene2003","","","","FBgn0029676","CG2947","HIP-R"
"14837","AAEL011882","gene2009","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14838","AAEL011884","gene2011","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14839","AAEL011886","gene2006","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14840","AAEL011887","gene2010","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14841","AAEL011888","gene2013","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14842","AAEL011889","gene2008","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14843","AAEL011890","gene2004","","","","FBpp0288663","EOG870X97","gene2004","","","","FBgn0035480","CG14984","CG14984"
"14844","AAEL011891","gene2007","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14845","AAEL011892","gene8529","","","","FBpp0087138","EOG89KJGN","gene8529","","","","FBgn0033653","CG13192","CG13192"
"14846","AAEL011893","gene8527","","","","FBpp0087170","EOG89W565","gene8527","","","","FBgn0033654","CG8991","Sobp"
"14847","AAEL011894","gene8528","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14848","AAEL011895","gene8476","AaegOr48","OR","OR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14849","AAEL011896","gene8480","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14850","AAEL011897","gene8477","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14851","AAEL011898","gene8473","","","","FBpp0079310","EOG8MWBZF","gene8473","","","","FBgn0026718","CG17608","fu12"
"14852","AAEL011899","gene8475","","","","FBpp0079983","EOG8S7NFT","gene8475","","","","FBgn0032457","CG15483","CG15483"
"14853","AAEL011900","gene8478","","","","FBpp0290452","EOG81RSK9","gene8478","","","","FBgn0031738","CG9171","CG9171"
"14854","AAEL011901","gene8472","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14855","AAEL011902","gene8479","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14856","AAEL011903","gene8474","","","","FBpp0079289","EOG8NP9V6","gene8474","","","","FBgn0029173","CG9233","fu2"
"14857","AAEL011904","gene14354","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14858","AAEL011905","gene14357","","","","FBpp0072567","EOG81G5VC","gene14357","","","","FBgn0010246","CG9155","Myo61F"
"14859","AAEL011906","gene14350","","","","FBpp0091095","EOG8WQ3VT","gene14350","","","","FBgn0053849","CG33849","His1:CG33849"
"14860","AAEL011906","gene14350","","","","FBpp0091050","EOG8WQ3VT","gene14350","","","","FBgn0053801","CG33801","His1:CG33801"
"14861","AAEL011906","gene14350","","","","FBpp0091086","EOG8WQ3VT","gene14350","","","","FBgn0053840","CG33840","His1:CG33840"
"14862","AAEL011906","gene14350","","","","FBpp0091062","EOG8WQ3VT","gene14350","","","","FBgn0053816","CG33816","His1:CG33816"
"14863","AAEL011906","gene14350","","","","FBpp0091059","EOG8WQ3VT","gene14350","","","","FBgn0053813","CG33813","His1:CG33813"
"14864","AAEL011906","gene14350","","","","FBpp0091080","EOG8WQ3VT","gene14350","","","","FBgn0053834","CG33834","His1:CG33834"
"14865","AAEL011906","gene14350","","","","FBpp0091092","EOG8WQ3VT","gene14350","","","","FBgn0053846","CG33846","His1:CG33846"
"14866","AAEL011906","gene14350","","","","FBpp0091101","EOG8WQ3VT","gene14350","","","","FBgn0053855","CG33855","His1:CG33855"
"14867","AAEL011906","gene14350","","","","FBpp0091052","EOG8WQ3VT","gene14350","","","","FBgn0053804","CG33804","His1:CG33804"
"14868","AAEL011906","gene14350","","","","FBpp0091083","EOG8WQ3VT","gene14350","","","","FBgn0053837","CG33837","His1:CG33837"
"14869","AAEL011906","gene14350","","","","FBpp0091065","EOG8WQ3VT","gene14350","","","","FBgn0053819","CG33819","His1:CG33819"
"14870","AAEL011906","gene14350","","","","FBpp0085248","EOG8WQ3VT","gene14350","","","","FBgn0051617","CG31617","His1:CG31617"
"14871","AAEL011906","gene14350","","","","FBpp0091098","EOG8WQ3VT","gene14350","","","","FBgn0053852","CG33852","His1:CG33852"
"14872","AAEL011906","gene14350","","","","FBpp0091057","EOG8WQ3VT","gene14350","","","","FBgn0053810","CG33810","His1:CG33810"
"14873","AAEL011906","gene14350","","","","FBpp0091110","EOG8WQ3VT","gene14350","","","","FBgn0053864","CG33864","His1:CG33864"
"14874","AAEL011906","gene14350","","","","FBpp0091077","EOG8WQ3VT","gene14350","","","","FBgn0053831","CG33831","His1:CG33831"
"14875","AAEL011906","gene14350","","","","FBpp0091074","EOG8WQ3VT","gene14350","","","","FBgn0053828","CG33828","His1:CG33828"
"14876","AAEL011906","gene14350","","","","FBpp0091107","EOG8WQ3VT","gene14350","","","","FBgn0053861","CG33861","His1:CG33861"
"14877","AAEL011906","gene14350","","","","FBpp0091054","EOG8WQ3VT","gene14350","","","","FBgn0053807","CG33807","His1:CG33807"
"14878","AAEL011906","gene14350","","","","FBpp0091089","EOG8WQ3VT","gene14350","","","","FBgn0053843","CG33843","His1:CG33843"
"14879","AAEL011906","gene14350","","","","FBpp0091068","EOG8WQ3VT","gene14350","","","","FBgn0053822","CG33822","His1:CG33822"
"14880","AAEL011906","gene14350","","","","FBpp0091104","EOG8WQ3VT","gene14350","","","","FBgn0053858","CG33858","His1:CG33858"
"14881","AAEL011906","gene14350","","","","FBpp0091071","EOG8WQ3VT","gene14350","","","","FBgn0053825","CG33825","His1:CG33825"
"14882","AAEL011907","gene14353","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14883","AAEL011908","gene14356","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14884","AAEL011909","gene14352","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14885","AAEL011910","gene14349","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14886","AAEL011911","gene14351","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14887","AAEL011912","gene14355","","","","FBpp0086475","EOG8HMN24","gene14355","","","","FBgn0034035","CG8207","CG8207"
"14888","AAEL011913","gene9944","","","","FBpp0086427","EOG8QZBCC","gene9944","","","","FBgn0034052","CG8299","CG8299"
"14889","AAEL011914","gene9951","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14890","AAEL011915","gene9949","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14891","AAEL011916","gene9943","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14892","AAEL011917","gene9950","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14893","AAEL011918","gene9960","","","","FBpp0289427","EOG8258J2","gene9960","","","","FBgn0036449","CG5295","bmm"
"14894","AAEL011918","gene9960","","","","FBpp0073778","EOG8258J2","gene9960","","","","FBgn0030607","CG5560","dob"
"14895","AAEL011919","gene9953","","","","FBpp0086427","EOG8QZBCC","gene9953","","","","FBgn0034052","CG8299","CG8299"
"14896","AAEL011920","gene9957","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14897","AAEL011921","gene9955","","","","FBpp0073740","EOG8J6VGS","gene9955","","","","FBgn0030555","CG1839","Fbxl4"
"14898","AAEL011922","gene9946","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14899","AAEL011923","gene9948","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14900","AAEL011924","gene9942","","","","FBpp0290868","EOG8K0TDF","gene9942","","","","FBgn0038165","CG9637","Task6"
"14901","AAEL011925","gene9956","","","","FBpp0075274","EOG8SXR4P","gene9956","","","","FBgn0036557","CG5904","mRpS31"
"14902","AAEL011926","gene9945","","","","FBpp0304380","EOG8RV5GZ","gene9945","","","","FBgn0011723","CG7260","byn"
"14903","AAEL011927","gene9952","","","","FBpp0075275","EOG88KV2F","gene9952","","","","FBgn0263601","CG5841","mib1"
"14904","AAEL011928","gene9941","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14905","AAEL011929","gene9959","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14906","AAEL011930","gene12852","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14907","AAEL011931","gene12854","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14908","AAEL011933","gene12849","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14909","AAEL011934","gene12851","","","","FBpp0081520","EOG8W3WDG","gene12851","","","","FBgn0037697","CG9363","GstZ2"
"14910","AAEL011935","gene12853","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14911","AAEL011936","gene12850","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14912","AAEL011937","gene4321","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14913","AAEL011938","gene3984","","","","FBpp0075970","EOG8ZW84F","gene3984","","","","FBgn0052069","CG32069","CG32069"
"14914","AAEL011939","gene3982","","","","FBpp0075932","EOG8FJC2M","gene3982","","","","FBgn0036118","CG14145","Blos2"
"14915","AAEL011940","gene3980","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14916","AAEL011941","gene3983","","","","FBpp0083696","EOG8RFPHX","gene3983","","","","FBgn0263986","CG6969","cd"
"14917","AAEL011942","gene5403","","","","FBpp0083307","EOG8GF66D","gene5403","","","","FBgn0038787","CG4360","CG4360"
"14918","AAEL011943","gene5402","","","","FBpp0076296","EOG8PK514","gene5402","","","","FBgn0001168","CG6494","h"
"14919","AAEL011943","gene5402","","","","FBpp0087879","EOG8PK514","gene5402","","","","FBgn0010109","CG8704","dpn"
"14920","AAEL011944","gene5404","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14921","AAEL011945","gene8085","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14922","AAEL011946","gene8082","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14923","AAEL011947","gene8084","","","","FBpp0292538","EOG8DFSCR","gene8084","","","","FBgn0261859","CG42788","CG42788"
"14924","AAEL011948","gene8083","","","","FBpp0292538","EOG8DFSCR","gene8083","","","","FBgn0261859","CG42788","CG42788"
"14925","AAEL011949","gene1048","","","","FBpp0075698","EOG8SJ855","gene1048","","","","FBgn0036299","CG10620","Tsf2"
"14926","AAEL011950","gene1047","","","","FBpp0085517","EOG8KSSBC","gene1047","","","","FBgn0050157","CG30157","CG30157"
"14927","AAEL011951","gene1045","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14928","AAEL011952","gene1044","","","","FBpp0112273","EOG8ZPHKX","gene1044","","","","FBgn0050118","CG30118","CG30118"
"14929","AAEL011953","gene1043","","","","FBpp0087535","EOG8SFCXD","gene1043","","","","FBgn0033463","CG1513","CG1513"
"14930","AAEL011954","gene1046","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14931","AAEL011956","gene1049","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14932","AAEL011957","gene1042","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14933","AAEL011958","gene14256","","","","FBpp0070719","EOG8030JH","gene14256","","","","FBgn0029755","CG4202","Sas10"
"14934","AAEL011959","gene14253","","","","FBpp0072757","EOG8PRWHX","gene14253","","","","FBgn0035323","CG13807","CG13807"
"14935","AAEL011960","gene14247","","","","FBpp0073679","EOG86X20M","gene14247","","","","FBgn0030504","CG2691","CG2691"
"14936","AAEL011962","gene14250","","","","FBpp0300867","EOG8DNHWN","gene14250","","","","FBgn0030503","CG11176","Tango2"
"14937","AAEL011964","gene14251","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14938","AAEL011965","gene14254","","","","FBpp0082802","EOG8MWBXX","gene14254","","","","FBgn0038452","CG14905","CG14905"
"14939","AAEL011966","gene14252","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14940","AAEL011967","gene14249","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14941","AAEL011968","gene14248","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14942","AAEL011969","gene14246","","","","FBpp0075610","EOG8HQH9J","gene14246","","","","FBgn0036336","CG11268","ste14"
"14943","AAEL011970","gene7878","","","","FBpp0084947","EOG8CRPR1","gene7878","","","","FBgn0039747","CG9753","AdoR"
"14944","AAEL011971","gene7879","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14945","AAEL011972","gene7890","","","","FBpp0086399","EOG8Z65F6","gene7890","","","","FBgn0034066","CG8397","CG8397"
"14946","AAEL011973","gene7887","","","","FBpp0083613","EOG812PWP","gene7887","","","","FBgn0038953","CG18596","CG18596"
"14947","AAEL011974","gene7876","","","","FBpp0070155","EOG81C9PC","gene7876","","","","FBgn0029529","CG13365","CG13365"
"14948","AAEL011975","gene7880","","","","FBpp0303341","EOG8PRWFV","gene7880","","","","FBgn0039214","CG5794","puf"
"14949","AAEL011976","gene7875","","","","FBpp0297777","EOG8D81XV","gene7875","","","","FBgn0263025","CG43320","CG43320"
"14950","AAEL011977","gene7874","","","","FBpp0297777","EOG8D81XV","gene7874","","","","FBgn0263025","CG43320","CG43320"
"14951","AAEL011978","gene7881","","","","FBpp0306417","EOG873SGF","gene7881","","","","FBgn0011740","CG18802","alpha-Man-IIa"
"14952","AAEL011979","gene7885","","","","FBpp0083396","EOG8TF3BT","gene7885","","","","FBgn0038830","CG17272","CG17272"
"14953","AAEL011980","gene7888","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14954","AAEL011981","gene7883","Gad1","glutamate processing","glutamate processing","FBpp0073131","EOG8CC6RX","gene7883","Gad1","glutamate processing","glutamate processing","FBgn0004516","CG14994","Gad1"
"14955","AAEL011982","gene7882","","","","FBpp0083441","EOG8K0TD6","gene7882","","","","FBgn0025865","CG3637","Cortactin"
"14956","AAEL011983","gene7891","","","","FBpp0083749","EOG8M3D15","gene7891","","","","FBgn0053193","CG33193","sav"
"14957","AAEL011984","gene7884","","","","FBpp0070044","EOG83NB46","gene7884","","","","FBgn0053217","CG33217","CG33217"
"14958","AAEL011985","gene7877","","","","FBpp0085137","EOG8R52TP","gene7877","","","","FBgn0039829","CG15561","CG15561"
"14959","AAEL011986","gene7886","","","","FBpp0083398","EOG876NRX","gene7886","","","","FBgn0038828","CG17270","CG17270"
"14960","AAEL011987","gene6365","","","","FBpp0080660","EOG8W3WD9","gene6365","","","","FBgn0032719","CG17321","CG17321"
"14961","AAEL011988","gene6361","","","","FBpp0077144","EOG8XSPGB","gene6361","","","","FBgn0031607","CG15440","CG15440"
"14962","AAEL011989","gene6369","","","","FBpp0077740","EOG8VX4X7","gene6369","","","","FBgn0031260","CG11840","Spp"
"14963","AAEL011991","gene6367","","","","FBpp0082184","EOG89368V","gene6367","","","","FBgn0003450","CG7996","snk"
"14964","AAEL011992","gene6366","","","","FBpp0077776","EOG8DV8CJ","gene6366","","","","FBgn0031228","CG11455","ND-15"
"14965","AAEL011993","gene6364","","","","FBpp0070165","EOG841T37","gene6364","","","","FBgn0040347","CG3026","mus81"
"14966","AAEL011995","gene6362","","","","FBpp0085660","EOG8XSPG4","gene6362","","","","FBgn0034455","CG11007","CG11007"
"14967","AAEL011996","gene6368","Adipokinetic hormone 1 (AKH1)","neuropeptide","neuropeptide","FBpp0073069","EOG8J4098","gene6368","Adipokinetic hormone 1 (AKH1)","neuropeptide","neuropeptide","FBgn0004552","CG1171","Akh"
"14968","AAEL011997","gene15345","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14969","AAEL011998","gene3121","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14970","AAEL011999","gene11950","","","","FBpp0091154","EOG886C5N","gene11950","","","","FBgn0053909","CG33909","His4:CG33909"
"14971","AAEL011999","gene11950","","","","FBpp0085280","EOG886C5N","gene11950","","","","FBgn0051611","CG31611","His4:CG31611"
"14972","AAEL011999","gene11950","","","","FBpp0091136","EOG886C5N","gene11950","","","","FBgn0053891","CG33891","His4:CG33891"
"14973","AAEL011999","gene11950","","","","FBpp0091152","EOG886C5N","gene11950","","","","FBgn0053907","CG33907","His4:CG33907"
"14974","AAEL011999","gene11950","","","","FBpp0091116","EOG886C5N","gene11950","","","","FBgn0053871","CG33871","His4:CG33871"
"14975","AAEL011999","gene11950","","","","FBpp0091118","EOG886C5N","gene11950","","","","FBgn0053873","CG33873","His4:CG33873"
"14976","AAEL011999","gene11950","","","","FBpp0091140","EOG886C5N","gene11950","","","","FBgn0053895","CG33895","His4:CG33895"
"14977","AAEL011999","gene11950","","","","FBpp0091148","EOG886C5N","gene11950","","","","FBgn0053903","CG33903","His4:CG33903"
"14978","AAEL011999","gene11950","","","","FBpp0091150","EOG886C5N","gene11950","","","","FBgn0053905","CG33905","His4:CG33905"
"14979","AAEL011999","gene11950","","","","FBpp0091120","EOG886C5N","gene11950","","","","FBgn0053875","CG33875","His4:CG33875"
"14980","AAEL011999","gene11950","","","","FBpp0091144","EOG886C5N","gene11950","","","","FBgn0053899","CG33899","His4:CG33899"
"14981","AAEL011999","gene11950","","","","FBpp0091134","EOG886C5N","gene11950","","","","FBgn0053889","CG33889","His4:CG33889"
"14982","AAEL011999","gene11950","","","","FBpp0091132","EOG886C5N","gene11950","","","","FBgn0053887","CG33887","His4:CG33887"
"14983","AAEL011999","gene11950","","","","FBpp0091146","EOG886C5N","gene11950","","","","FBgn0053901","CG33901","His4:CG33901"
"14984","AAEL011999","gene11950","","","","FBpp0091142","EOG886C5N","gene11950","","","","FBgn0053897","CG33897","His4:CG33897"
"14985","AAEL011999","gene11950","","","","FBpp0091122","EOG886C5N","gene11950","","","","FBgn0053877","CG33877","His4:CG33877"
"14986","AAEL011999","gene11950","","","","FBpp0091114","EOG886C5N","gene11950","","","","FBgn0053869","CG33869","His4:CG33869"
"14987","AAEL011999","gene11950","","","","FBpp0091128","EOG886C5N","gene11950","","","","FBgn0053883","CG33883","His4:CG33883"
"14988","AAEL011999","gene11950","","","","FBpp0091126","EOG886C5N","gene11950","","","","FBgn0053881","CG33881","His4:CG33881"
"14989","AAEL011999","gene11950","","","","FBpp0091124","EOG886C5N","gene11950","","","","FBgn0053879","CG33879","His4:CG33879"
"14990","AAEL011999","gene11950","","","","FBpp0082421","EOG886C5N","gene11950","","","","FBgn0013981","CG3379","His4r"
"14991","AAEL011999","gene11950","","","","FBpp0091138","EOG886C5N","gene11950","","","","FBgn0053893","CG33893","His4:CG33893"
"14992","AAEL011999","gene11950","","","","FBpp0091130","EOG886C5N","gene11950","","","","FBgn0053885","CG33885","His4:CG33885"
"14993","AAEL012000","gene11959","","","","FBpp0309037","EOG8QG06J","gene11959","","","","FBgn0259718","CG42372","CG42372"
"14994","AAEL012001","gene11948","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14995","AAEL012002","gene11947","","","","FBpp0086668","EOG8R52TR","gene11947","","","","FBgn0027538","CG8536","beta4GalNAcTA"
"14996","AAEL012003","gene11954","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14997","AAEL012004","gene11955","","","","FBpp0085236","EOG83R6CD","gene11955","","","","FBgn0040206","CG1487","krz"
"14998","AAEL012005","gene11951","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14999","AAEL012006","gene11958","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15000","AAEL012007","gene11957","","","","FBpp0077461","EOG8FFGS5","gene11957","","","","FBgn0264978","CG3539","Slh"
"15001","AAEL012008","gene11949","","","","FBpp0086323","EOG82VC6W","gene11949","","","","FBgn0034109","CG7747","CG7747"
"15002","AAEL012009","gene11952","","","","FBpp0086284","EOG82NMS4","gene11952","","","","FBgn0050100","CG30100","CG30100"
"15003","AAEL012010","gene11956","","","","FBpp0087217","EOG8Z65FB","gene11956","","","","FBgn0033608","CG13220","CG13220"
"15004","AAEL012011","gene11953","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15005","AAEL012012","gene11217","","","","FBpp0072948","EOG8HX7ST","gene11217","","","","FBgn0035431","CG14968","CG14968"
"15006","AAEL012013","gene11216","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15007","AAEL012014","gene11218","","","","FBpp0076716","EOG847JK9","gene11218","","","","FBgn0001258","CG10160","ImpL3"
"15008","AAEL012015","gene11223","","","","FBpp0304166","EOG8Q5CF6","gene11223","","","","FBgn0024804","CG17023","Dbp80"
"15009","AAEL012016","gene11215","","","","FBpp0076833","EOG8J6VGD","gene11215","","","","FBgn0035622","CG10590","CG10590"
"15010","AAEL012017","gene11219","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15011","AAEL012018","gene11225","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15012","AAEL012019","gene11221","","","","FBpp0086998","EOG87DD6F","gene11221","","","","FBgn0033757","CG8811","muskelin"
"15013","AAEL012020","gene11224","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15014","AAEL012021","gene11220","","","","FBpp0076718","EOG87WRD4","gene11220","","","","FBgn0035696","CG10173","Best2"
"15015","AAEL012022","gene11222","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15016","AAEL012023","gene2978","","","","FBpp0080046","EOG86434T","gene2978","","","","FBgn0051855","CG31855","CG31855"
"15017","AAEL012024","gene2977","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15018","AAEL012025","gene9345","","","","FBpp0083665","EOG8G4KGF","gene9345","","","","FBgn0263863","CG6949","mRpL45"
"15019","AAEL012026","gene9348","","","","FBpp0078393","EOG83V2MF","gene9348","","","","FBgn0250753","CG2922","kra"
"15020","AAEL012027","gene9344","","","","FBpp0073784","EOG8577ZT","gene9344","","","","FBgn0030608","CG9057","Lsd-2"
"15021","AAEL012028","gene9341","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15022","AAEL012029","gene9352","","","","FBpp0078390","EOG81C9N6","gene9352","","","","FBgn0017550","CG2161","Rga"
"15023","AAEL012030","gene9346","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15024","AAEL012031","gene9350","","","","FBpp0078392","EOG8CC6RP","gene9350","","","","FBgn0261004","CG2919","asl"
"15025","AAEL012032","gene9343","","","","FBpp0073784","EOG8577ZT","gene9343","","","","FBgn0030608","CG9057","Lsd-2"
"15026","AAEL012033","gene9349","","","","FBpp0071397","EOG8FR3H7","gene9349","","","","FBgn0052683","CG32683","CG32683"
"15027","AAEL012034","gene9351","","","","FBpp0072887","EOG8JQ6PF","gene9351","","","","FBgn0035401","CG1291","CG1291"
"15028","AAEL012035","gene9342","","","","FBpp0078350","EOG8FTZS5","gene9342","","","","FBgn0015324","CG1088","Vha26"
"15029","AAEL012036","gene442","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15030","AAEL012037","gene439","","","","FBpp0084970","EOG8X6G0Z","gene439","","","","FBgn0039736","CG7912","CG7912"
"15031","AAEL012037","gene439","","","","FBpp0088515","EOG8X6G0Z","gene439","","","","FBgn0034275","CG5002","CG5002"
"15032","AAEL012038","gene441","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15033","AAEL012039","gene443","","","","FBpp0088245","EOG84QWR6","gene443","","","","FBgn0004859","CG2125","ci"
"15034","AAEL012040","gene440","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15035","AAEL012041","gene444","","","","FBpp0088515","EOG8X6G0Z","gene444","","","","FBgn0034275","CG5002","CG5002"
"15036","AAEL012041","gene444","","","","FBpp0084970","EOG8X6G0Z","gene444","","","","FBgn0039736","CG7912","CG7912"
"15037","AAEL012042","gene13283","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15038","AAEL012043","gene13287","","","","FBpp0087489","EOG8W114Q","gene13287","","","","FBgn0262169","CG2264","magu"
"15039","AAEL012044","gene13274","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15040","AAEL012045","gene13273","","","","FBpp0071455","EOG876NQK","gene13273","","","","FBgn0034572","CG9346","CG9346"
"15041","AAEL012046","gene13281","","","","FBpp0086485","EOG84TS0V","gene13281","","","","FBgn0024754","CG8200","Flo1"
"15042","AAEL012047","gene13276","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
