Internal gene ID,Vectorbase Identifier,OrthoDB category,OrthoDB D. mel ,Display name,Gene family,Gene subfamily,Name evidence
gene8756,AAEL017520,NA,NA,,,,
gene8757,AAEL013709,EOG886C5N-EOG886C5N-EOG886C5N-EOG886C5N-EOG886C5N-EOG886C5N-EOG886C5N-EOG886C5N-EOG886C5N-EOG886C5N-EOG886C5N-EOG886C5N-EOG886C5N-EOG886C5N-EOG886C5N-EOG886C5N-EOG886C5N-EOG886C5N-EOG886C5N-EOG886C5N-EOG886C5N-EOG886C5N-EOG886C5N,His4:CG33899-His4:CG31611-His4:CG33873-His4:CG33881-His4:CG33889-His4:CG33883-His4:CG33905-His4:CG33909-His4r-His4:CG33897-His4:CG33875-His4:CG33879-His4:CG33903-His4:CG33895-His4:CG33877-His4:CG33871-His4:CG33885-His4:CG33907-His4:CG33869-His4:CG33891-His4:CG33893-His4:CG33901-His4:CG33887,,,,
gene8758,AAEL013711,EOG82NMS4,CG30100,,,,
gene8759,AAEL013712,NA,NA,,,,
gene876,AAEL015448,NA,NA,,,,
gene8760,AAEL013703,NA,NA,,,,
gene8761,AAEL013705,EOG82VC6W,CG7747,,,,
gene8762,AAEL013713,EOG80049K-EOG80049K,Try29F-CG31954,,,,
gene8763,AAEL013706,NA,NA,,,,
gene8764,AAEL006478,EOG8DNHWH-EOG8DNHWH-EOG8DNHWH-EOG8DNHWH,DIP-iota-DIP-theta-DIP-eta-CG31814,,,,
gene8765,AAEL006475,NA,NA,,,,
gene8766,AAEL006477,EOG8DNHWH-EOG8DNHWH-EOG8DNHWH-EOG8DNHWH,DIP-iota-DIP-theta-CG31814-DIP-eta,,,,
gene8767,AAEL006476,EOG8J9QQT,noc,,,,
gene8768,AAEL008749,NA,NA,,,,
gene8769,AAEL008751,NA,NA,,,,
gene877,AAEL015444,EOG8P2ST9-EOG8P2ST9,CG13594-CG3257,,,,
gene8770,AAEL008750,EOG8S4S80,CG13004,,,,
gene8771,AAEL008748,EOG8PG8SG,CG13840,,,,
gene8772,AAEL011300,NA,NA,,,,
gene8773,AAEL011296,NA,NA,,,,
gene8774,RU108,NA,NA,,,,
gene8775,AAEL011299,NA,NA,,,,
gene8776,AAEL017465,NA,NA,,,,
gene8777,AAEL011295,NA,NA,,,,
gene8778,AAEL011298,NA,NA,,,,
gene8779,AAEL017471,NA,NA,,,,
gene878,AAEL004687,EOG8T7BTJ,CG3332,,,,
gene8780,AAEL011294,NA,NA,,,,
gene8781,AAEL011297,NA,NA,,,,
gene8782,AAEL014144,EOG89PDPN,CG43163,,,,
gene8783,AAEL014143,EOG8GF66Q,tap,,,,
gene8784,AAEL014142,EOG8962J7,Pis,,,,
gene8785,AAEL011360,EOG8D29GT,CG33649,,,,
gene8786,AAEL011359,EOG8J9QQ6,NFAT,,,,
gene8787,AAEL011356,NA,NA,,,,
gene8788,AAEL011353,EOG8THZJM,CG11190,,,,
gene8789,AAEL011351,NA,NA,,,,
gene879,AAEL004707,EOG8Q2H6V,HHEX,,,,
gene8790,AAEL011362,NA,NA,,,,
gene8791,AAEL011361,EOG8CVK07,CG6066,,,,
gene8792,AAEL011352,EOG8H753V,DNApol-gamma35,,,,
gene8793,AAEL011355,EOG81G5VN-EOG81G5VN-EOG81G5VN,CG5122-CG5265-CRAT,,,,
gene8794,AAEL011357,EOG88KV3V,Rbm13,,,,
gene8795,AAEL011354,NA,NA,,,,
gene8796,AAEL011358,EOG8M94HB,Orc5,,,,
gene8797,AAEL012085,NA,NA,,,,
gene8798,AAEL012086,NA,NA,,,,
gene8799,AAEL012087,NA,NA,,,,
gene88,AAEL010988,EOG8897C5,slif,,,,
gene880,AAEL004706,NA,NA,,,,
gene8800,AAEL014102,EOG87Q0Z7-EOG87Q0Z7-EOG87Q0Z7-EOG87Q0Z7,dpr21-dpr8-dpr6-dpr9,,,,
gene8801,AAEL005827,EOG886C3W,kat80,,,,
gene8802,AAEL017034,NA,NA,,,,
gene8804,AAEL017572,EOG8ZCWVN,CG31731,,,,
gene8805,AAEL005832,EOG800494,Pdcd4,,,,
gene8806,AAEL005828,EOG8TB73V,CG13014,,,,
gene8807,AAEL005838,NA,NA,,,,
gene8808,AAEL005831,EOG8XPT6T,Aats-ser,,,,
gene8809,AAEL005833,EOG812PWZ,CG32549,,,,
gene881,AAEL004699,NA,NA,,,,
gene8810,AAEL005826,EOG8JMBF9,CG2681,,,,
gene8811,AAEL005839,EOG8N5ZP1,CG6330,,,,
gene8812,AAEL018353,EOG8HQH9G,CG14445,,,,
gene8813,AAEL005830,EOG8DFSF0-EOG8DFSF0,Prosalpha4T1-Prosalpha4,,,,
gene8814,AAEL005825,EOG8W114M,eIF2B-beta,,,,
gene8815,RU109,NA,NA,,,,
gene8816,AAEL005837,NA,NA,,,,
gene8817,AAEL005829,EOG8G7FQS-EOG8G7FQS,Bgb-Bro,,,,
gene8818,AAEL005835,EOG808R1R,Tsp97E,,,,
gene8819,AAEL005840,EOG8BS0BK,Scgdelta,,,,
gene882,AAEL004700,EOG8XD6GX,CG7236,,,,
gene8820,AAEL007647,EOG8RV5HV,CG5515,,,,
gene8821,AAEL007643,EOG8H1DNV,CG42503,,,,
gene8822,AAEL007640,EOG81RSMC,Mocs2,,,,
gene8823,AAEL007638,EOG85TGCF,CG31108,,,,
gene8824,AAEL007645,NA,NA,,,,
gene8825,AAEL007642,NA,NA,,,,
gene8826,AAEL007644,NA,NA,,,,
gene8827,AAEL007639,EOG89KJFW,Clbn,,,,
gene8828,AAEL007646,EOG8DBX5D,Bili,,,,
gene8829,AAEL007641,EOG8W6RMC,lobo,,,,
gene883,AAEL004686,EOG8Z91N8,pont,,,,
gene8830,AAEL015551,EOG8K3PMQ,CG11147,,,,
gene8831,AAEL013405,EOG8M3D2H,slou,,,,
gene8832,AAEL013406,EOG8R7Z31-EOG8R7Z31-EOG8R7Z31-EOG8R7Z31,Ag5r2-Ag5r-CG42780-CG32679,,,,
gene8833,AAEL007788,EOG8K0TF0,IntS12,,,,
gene8834,AAEL007790,EOG8T4GN5,l(1)10Bb,,,,
gene8835,AAEL007789AAEL007793,NA,NA,,,,
gene8836,AAEL007791,NA,NA,,,,
gene8837,AAEL007792,EOG8SN4D7,CG18635,,,,
gene8838,AAEL002817,EOG8KD9D8,CG14687,,,,
gene8839,AAEL002774,EOG8KSS94,Gmap,,,,
gene884,AAEL004705,EOG8RJJSP,CG8236,,,,
gene8840,AAEL002789,EOG844PBP,Rpn12,,,,
gene8841,AAEL002800,EOG893682,DNApol-epsilon255,,,,
gene8842,AAEL002787,NA,NA,,,,
gene8843,AAEL002776,NA,NA,,,,
gene8844,AAEL002801,NA,NA,,,,
gene8845,AAEL002779,EOG81C9NN-EOG81C9NN,CG17010-CG13369,,,,
gene8846,AAEL002791,EOG80ZTPR,CG15771,,,,
gene8847,AAEL002798,EOG8QRKWH,Hph,,,,
gene8848,AAEL002797,EOG8SJ872,CG11752,,,,
gene8849,AAEL002785,EOG87WRDB,DNApol-epsilon58,,,,
gene885,AAEL004694,EOG8T4GKM,Unc-13-4B,,,,
gene8850,AAEL002805,EOG8KPX3G,CG6308,,,,
gene8851,AAEL002818,NA,NA,,,,
gene8852,AAEL002811,NA,NA,,,,
gene8853,AAEL002778,NA,NA,,,,
gene8854,AAEL002814,EOG898XR7,mRpL37,,,,
gene8855,AAEL002786,NA,NA,,,,
gene8856,AAEL002809,EOG80CM7H,CG4074,,,,
gene8857,AAEL016964,NA,NA,,,,
gene8858,AAEL002775,EOG8X6G0X,CG4089,,,,
gene8859,AAEL002784,EOG8Z91MV,Zpr1,,,,
gene886,AAEL004696,EOG873SHS,dmrt93B,,,,
gene8860,AAEL018287,EOG8QVG3K,Rfx,,,,
gene8861,AAEL002773,EOG89W56S,CG45073,,,,
gene8862,AAEL002794,NA,NA,,,,
gene8863,AAEL002810,EOG85QM4N,Mcm5,,,,
gene8864,AAEL002815,EOG8HHRT1,CG31145,,,,
gene8865,AAEL002793,NA,NA,,,,
gene8866,AAEL002781,NA,NA,,,,
gene8867,AAEL002782,EOG8GTP4G,XRCC1,,,,
gene8868,AAEL002788,EOG8Z3955,CG1737,,,,
gene8869,AAEL002783,NA,NA,,,,
gene887,AAEL004691,EOG8T4GNC,Roc1a,,,,
gene8870,AAEL002802,EOG8GB9XF,wda,,,,
gene8871,AAEL002803,EOG8TF3BZ,Desi,,,,
gene8872,AAEL002780,NA,NA,,,,
gene8873,AAEL002796,EOG8K3PMP,CG6428,,,,
gene8874,RU110,NA,NA,,,,
gene8875,AAEL002804,EOG8JQ6NR,OstStt3,,,,
gene8876,AAEL002816,NA,NA,,,,
gene8877,AAEL002807,NA,NA,,,,
gene8878,AAEL002777,EOG8VDSR7,CG8300,,,,
gene8879,AAEL002790,NA,NA,,,,
gene888,AAEL004697,EOG8Q87P8,sip3,,,,
gene8880,AAEL002813,EOG8NCQ5R,ATPsynCF6,,,,
gene8881,AAEL002792,EOG8FXV14-EOG8FXV14,CG8800-CG10839,,,,
gene8882,AAEL002799,NA,NA,,,,
gene8883,AAEL002812,EOG8BS0CT,CG6115,,,,
gene8884,AAEL002808,EOG8FBMK3,Dph5,,,,
gene8885,AAEL017146,NA,NA,,,,
gene8886,AAEL009830,NA,NA,,,,
gene8887,AAEL009829,EOG8X3KSR,SrpRbeta,,,,
gene8888,AAEL009833,EOG85XBNG,mRpL46,,,,
gene8889,AAEL009831,EOG8N5ZP9,P5cr-2,,,,
gene889,AAEL017292,NA,NA,,,,
gene8890,AAEL009832,EOG8DBX54,Exo70,,,,
gene8891,AAEL009828,EOG8KH5KP,Ccz1,,,,
gene8892,AAEL012410,EOG89PDPS,AGO1,,,,
gene8893,AAEL012412,EOG898XRH,CG14762,,,,
gene8894,AAEL012408,EOG8SR0PJ,mRpL53,,,,
gene8895,AAEL012411,EOG8JMBH0,CG33155,,,,
gene8896,AAEL012407,NA,NA,,,,
gene8897,AAEL012409,EOG86HK2J,fbl,,,,
gene8898,AAEL012399,NA,NA,,,,
gene8899,AAEL012400,EOG86Q9JP,CG8888,,,,
gene89,AAEL010990,EOG8K9F4T,CG4593,,,,
gene890,AAEL004702,EOG84BDTG,CG7358,,,,
gene8900,AAEL012401,EOG844PBD,CG11200,,,,
gene8901,AAEL012403,NA,NA,,,,
gene8902,AAEL012402,EOG89PDQM,CG5326,,,,
gene8903,AAEL007235,EOG81RSM3,Ucp4A,,,,
gene8904,AAEL007229,EOG83JFW9,Der-1,,,,
gene8905,AAEL007236,EOG8R52TF,CG10527,,,,
gene8906,AAEL007230,EOG8KD9CK,MED30,,,,
gene8907,AAEL007227,EOG89S8XH,CG6752,,,,
gene8908,AAEL007240,EOG87M4P1,CdGAPr,,,,
gene8909,AAEL007243,EOG83JFW9,Der-1,,,,
gene891,AAEL004685,EOG8NS637,Ssadh,,,,
gene8910,AAEL007238,NA,NA,,,,
gene8911,AAEL007244,NA,NA,,,,
gene8912,AAEL007242,EOG8Z0DWS,Nipped-B,,,,
gene8913,AAEL007231,NA,NA,,,,
gene8914,AAEL007233,EOG8284SG,erm,,,,
gene8915,AAEL007223,NA,NA,,,,
gene8916,AAEL007228,EOG83XXVF,Atg4a,,,,
gene8917,AAEL018136,EOG873SHR,CG2837,,,,
gene8918,AAEL007246,NA,NA,,,,
gene8919,AAEL007226,EOG8CVJZ5,Ndg,,,,
gene892,AAEL004703,NA,NA,,,,
gene8920,AAEL007245,EOG812PWR,CG7337,,,,
gene8921,AAEL007221,EOG893695,bsh,,,,
gene8922,AAEL007225,EOG8SN4CV,NA,,,,
gene8923,AAEL007224,NA,NA,,,,
gene8924,AAEL007241,EOG8WHCCV,lmgA,,,,
gene8925,AAEL007237,EOG8VMJ5Q,ast,,,,
gene8926,AAEL007239,EOG82NMR7,Spf45,,,,
gene8927,AAEL008026,EOG8WWV9C,CG13204,,,,
gene8928,AAEL008031,EOG898XRT-EOG898XRT,CG1402-CG32698,,,,
gene8929,AAEL008033,NA,NA,,,,
gene893,AAEL004708,EOG8KWNJB,CG31759,,,,
gene8930,AAEL008025,EOG87SW61,CG16787,,,,
gene8931,AAEL008030,NA,NA,,,,
gene8932,AAEL008028,EOG834ZXP,Mct1,,,,
gene8933,AAEL008027,EOG8RR97K,Hmt4-20,,,,
gene8934,AAEL008029,NA,NA,,,,
gene8935,AAEL008032,EOG8X0QJ1-EOG8X0QJ1,msta-CG12119,,,,
gene8936,AAEL013580,EOG8G7FRB,CG13949,,,,
gene8937,AAEL013578,EOG89CT1J,tan,,,,
gene8938,AAEL013583,EOG8SJ86P,RpL23,,,,
gene8939,AAEL013581,EOG84N1HS,kraken,,,,
gene894,AAEL004689,NA,NA,,,,
gene8940,AAEL013586,NA,NA,,,,
gene8941,AAEL013577,EOG8CC6T7-EOG8CC6T7-EOG8CC6T7-EOG8CC6T7,CG9021-CG3906-CG4398-CG15712,,,,
gene8942,AAEL013585,EOG8CC6T7-EOG8CC6T7-EOG8CC6T7-EOG8CC6T7,CG15712-CG4398-CG9021-CG3906,,,,
gene8943,AAEL013582,NA,NA,,,,
gene8944,AAEL013579,NA,NA,,,,
gene8945,AAEL013584,EOG8CC6T7-EOG8CC6T7-EOG8CC6T7-EOG8CC6T7,CG3906-CG4398-CG15712-CG9021,,,,
gene8947,AAEL009266,EOG82RGZF,CG10186,,,,
gene8948,AAEL009268,EOG8H753M,CG10133,,,,
gene8949,RU111,NA,NA,,,,
gene895,AAEL004695,NA,NA,,,,
gene8950,AAEL009259,EOG8S4S6V,CG5149,,,,
gene8951,AAEL009267,NA,NA,,,,
gene8952,AAEL009256,NA,NA,,,,
gene8953,AAEL009269,EOG8PK502,CG10132,,,,
gene8954,AAEL009262,EOG8ZSCTK,Uvrag,,,,
gene8955,AAEL009261,EOG8PCDHF,RhoGAP19D,,,,
gene8956,AAEL009255,NA,NA,,,,
gene8957,AAEL009253,NA,NA,,,,
gene8958,AAEL009254,EOG8RR980,CG3326,,,,
gene8959,AAEL009263,NA,NA,,,,
gene896,AAEL004698,EOG8CZF6G,DNApol-alpha60,,,,
gene8960,AAEL009252,EOG89W56F,CG14331,,,,
gene8961,AAEL009265,NA,NA,,,,
gene8962,AAEL009264,EOG8G4KFT,B4,,,,
gene8963,AAEL009257,EOG8V19T2,cype,,,,
gene8966,AAEL006011,EOG8K6JXG-EOG8K6JXG,CG45012-Sfp33A3,,,,
gene8967,AAEL006004,NA,NA,,,,
gene8968,AAEL005998,EOG86HK25,RapGAP1,,,,
gene8969,AAEL006006,EOG8TQQ31,Swip-1,,,,
gene897,AAEL004693,NA,NA,,,,
gene8970,AAEL006000,EOG8NCQ5T-EOG8NCQ5T-EOG8NCQ5T,CG34172-COX7A-COX7AL,,,,
gene8971,AAEL006010,EOG847JK2,CG33635,,,,
gene8972,AAEL006007,EOG866ZDC-EOG866ZDC,CG31704-CG44008,,,,
gene8973,AAEL006012,EOG873SGJ,CG42389,,,,
gene8974,AAEL006008,EOG8GTP46,CG4238,,,,
gene8975,AAEL006002,EOG8KPX2H-EOG8KPX2H,CG12194-CG8602,,,,
gene8976,AAEL006001,EOG847JK2,CG33635,,,,
gene8978,AAEL006009,EOG8X0QJN,CG17219,,,,
gene8979,AAEL009955,EOG812PWM,Rfabg,,,,
gene898,AAEL004692,EOG8T7BTJ,CG3332,,,,
gene8980,AAEL009953,NA,NA,,,,
gene8981,AAEL009956,NA,NA,,,,
gene8982,AAEL009954,NA,NA,,,,
gene8983,AAEL009952,NA,NA,,,,
gene8984,RU112,NA,NA,,,,
gene8985,AAEL011528,EOG8Z65DK,CG1986,,,,
gene8986,AAEL011533,NA,NA,,,,
gene8987,AAEL011529,EOG880MPM,CG5189,,,,
gene8988,AAEL011535,EOG8HMN1X,Prp19,,,,
gene8989,AAEL011532,NA,NA,,,,
gene899,AAEL004690,NA,NA,,,,
gene8990,AAEL011530,EOG8F20TZ,CG17669,,,,
gene8991,AAEL011537,NA,NA,,,,
gene8992,AAEL011536,EOG8J407P,nst,,,,
gene8993,AAEL011531,EOG84F91G,CG6488,,,,
gene8994,AAEL011527,EOG8XWJQ0,eIF-2beta,,,,
gene8995,AAEL011538,EOG88GZV8,CG5190,,,,
gene8996,AAEL011534,EOG85HVNJ,pea,,,,
gene8997,AAEL014364,NA,NA,,,,
gene8998,AAEL014363,NA,NA,,,,
gene8999,AAEL014367,NA,NA,,,,
gene9,AAEL009973,NA,NA,,,,
gene90,AAEL017248,NA,NA,,,,
gene900,AAEL017354,NA,NA,,,,
gene9000,AAEL014366,NA,NA,,,,
gene9001,AAEL014365,NA,NA,,,,
gene9002,AAEL008221,EOG8J9QR3-EOG8J9QR3-EOG8J9QR3-EOG8J9QR3-EOG8J9QR3,Jon74E-CG10472-CG10477-CG7542-CG6592,,,,
gene9003,AAEL008210,NA,NA,,,,
gene9004,AAEL008205,NA,NA,,,,
gene9005,AAEL008213,NA,NA,,,,
gene9006,AAEL008198,EOG87SW51,drpr,,,,
gene9007,AAEL008218,EOG8J9QR3-EOG8J9QR3-EOG8J9QR3-EOG8J9QR3-EOG8J9QR3,CG10472-Jon74E-CG6592-CG10477-CG7542,,,,
gene9008,AAEL008212,EOG8J9QR3-EOG8J9QR3-EOG8J9QR3-EOG8J9QR3-EOG8J9QR3,CG6592-CG7542-CG10477-Jon74E-CG10472,,,,
gene9009,AAEL008219,EOG8K9F3T,CG6660,,,,
gene901,AAEL004701,EOG88D3M8,CG1315,,,,
gene9010,AAEL008203,EOG8J9QR3-EOG8J9QR3-EOG8J9QR3-EOG8J9QR3-EOG8J9QR3,CG6592-CG10477-CG10472-CG7542-Jon74E,,,,
gene9011,AAEL017462,EOG8BGCMF,CG11537,,,,
gene9012,AAEL008207,EOG8J9QR3-EOG8J9QR3-EOG8J9QR3-EOG8J9QR3-EOG8J9QR3,CG6592-Jon74E-CG7542-CG10472-CG10477,,,,
gene9013,AAEL008200,NA,NA,,,,
gene9014,RU113,NA,NA,,,,
gene9015,AAEL008211,NA,NA,,,,
gene9016,AAEL008209,NA,NA,,,,
gene9017,AAEL008202,NA,NA,,,,
gene9018,AAEL008217,EOG8J9QR3-EOG8J9QR3-EOG8J9QR3-EOG8J9QR3-EOG8J9QR3,CG6592-CG7542-CG10477-Jon74E-CG10472,,,,
gene9019,AAEL008208,EOG8J9QR3-EOG8J9QR3-EOG8J9QR3-EOG8J9QR3-EOG8J9QR3,CG7542-Jon74E-CG10472-CG10477-CG6592,,,,
gene902,AAEL004688,EOG8VHNZ7,egh,,,,
gene9020,AAEL008196,EOG8J9QR3-EOG8J9QR3-EOG8J9QR3-EOG8J9QR3-EOG8J9QR3,CG10477-Jon74E-CG6592-CG7542-CG10472,,,,
gene9021,AAEL008214,NA,NA,,,,
gene9022,AAEL008201,NA,NA,,,,
gene9023,AAEL008197,NA,NA,,,,
gene9024,AAEL008195,EOG8M3D1W,CG1161,,,,
gene9025,AAEL008206,EOG8J9QR3-EOG8J9QR3-EOG8J9QR3-EOG8J9QR3-EOG8J9QR3,CG7542-CG6592-Jon74E-CG10477-CG10472,,,,
gene9026,AAEL008215,EOG8J9QR3-EOG8J9QR3-EOG8J9QR3-EOG8J9QR3-EOG8J9QR3,CG10472-CG6592-CG10477-CG7542-Jon74E,,,,
gene9027,AAEL008204,NA,NA,,,,
gene9028,AAEL008220,EOG8ZGS4K,CG13096,,,,
gene9029,AAEL008199,EOG8J9QR3-EOG8J9QR3-EOG8J9QR3-EOG8J9QR3-EOG8J9QR3,CG6592-Jon74E-CG10472-CG7542-CG10477,,,,
gene903,AAEL004704,EOG8SR0N0,Lk6,,,,
gene9030,AAEL008216,EOG8NP9TS-EOG8NP9TS,Irp-1A-Irp-1B,,,,
gene9031,AAEL013897,EOG81K23S,CG9384,,,,
gene9032,AAEL013900,NA,NA,,,,
gene9033,AAEL013896,EOG8DJNMS,Med,,,,
gene9034,AAEL013899,NA,NA,,,,
gene9035,AAEL013898,EOG8PP186,CG9773,,,,
gene9036,AAEL014395,EOG898XRG,bbc,,,,
gene9037,AAEL016961,NA,NA,,,,
gene9038,AAEL014396,EOG8XKXZZ,Fnta,,,,
gene9039,AAEL014394,EOG8B8N5J,drk,,,,
gene904,AAEL012553,EOG8C5G8N,hop,,,,
gene9040,AAEL010773,NA,NA,,,,
gene9041,AAEL010783,EOG8HQH9D,nrv3,,,,
gene9042,AAEL010765,EOG8Q5CFS,Lamp1,,,,
gene9043,AAEL010772,EOG8HB19V,dtr,,,,
gene9044,AAEL010782,EOG8DFSD9-EOG8DFSD9,CG17633-CG4017,,,,
gene9045,AAEL010776,EOG8DFSD9-EOG8DFSD9,CG17633-CG4017,,,,
gene9046,AAEL018198,EOG85HVNN-EOG85HVNN-EOG85HVNN,Ir75a-Ir75c-Ir75b,,,,
gene9047,AAEL010781,EOG8C2M2G-EOG8C2M2G,Rrp1-CG4036,,,,
gene9048,AAEL010770,NA,NA,,,,
gene9049,AAEL010768,EOG8C2M2G-EOG8C2M2G,CG4036-Rrp1,,,,
gene905,AAEL012556,EOG8K0TCN,CG4213,,,,
gene9050,AAEL010778,EOG8QC3XK,CG13101,,,,
gene9051,AAEL010771,EOG8F20V8,CG8245,,,,
gene9052,AAEL017509,NA,NA,,,,
gene9053,AAEL010766,EOG8VQDF8,IP3K1,,,,
gene9055,AAEL010764,EOG8MSGPH,CG8665,,,,
gene9056,AAEL010777,EOG84F937-EOG84F937,Trx-2-TrxT,,,,
gene9057,AAEL010780,EOG8DFSD9-EOG8DFSD9,CG17633-CG4017,,,,
gene9058,AAEL010769,NA,NA,,,,
gene9059,AAEL015338,EOG8J141K,CG11076,,,,
gene906,AAEL012554,NA,NA,,,,
gene9060,AAEL013607,NA,NA,,,,
gene9061,AAEL015509,EOG8QC3XF,Trf2,,,,
gene9062,AAEL014129,NA,NA,,,,
gene9064,AAEL011845,NA,NA,,,,
gene9066,AAEL013412,NA,NA,,,,
gene9067,AAEL013415,EOG869TKN,CG6569,,,,
gene9068,AAEL013413,NA,NA,,,,
gene9069,AAEL013412,NA,NA,,,,
gene907,AAEL012555,NA,NA,,,,
gene9070,AAEL015440,NA,NA,,,,
gene9071,AAEL015441,EOG8DRD3J,CG13900,,,,
gene9072,AAEL013511,NA,NA,,,,
gene9073,AAEL013510,EOG8RJJRX,smg,,,,
gene9074,AAEL013509,EOG85B46B,CG8405,,,,
gene9075,AAEL014534,EOG8SBHP7,CG4705,,,,
gene9076,AAEL014533,EOG80S35W,CG8060,,,,
gene9077,AAEL014535,EOG8KD9CC,CG3894,,,,
gene9078,RU114,NA,NA,,,,
gene9079,AAEL015148,NA,NA,,,,
gene908,AAEL015438,EOG8V9XGJ,CG8417,,,,
gene9081,AAEL015293,NA,NA,,,,
gene9082,AAEL015302,EOG84N1JQ,rush,,,,
gene9083,AAEL014841,NA,NA,,,,
gene9084,AAEL015601,EOG8N8TW4,Aats-trp,,,,
gene9085,AAEL015326,NA,NA,,,,
gene9086,AAEL005119,NA,NA,,,,
gene9087,AAEL005125,EOG83FKQ8,CG42456,,,,
gene9088,AAEL005118,NA,NA,,,,
gene9089,AAEL005103,EOG8V460T,CG9018,,,,
gene909,AAEL009037,NA,NA,,,,
gene9090,AAEL005106,EOG85F0FH,CG12016,,,,
gene9091,AAEL005115,NA,NA,,,,
gene9092,AAEL005127,EOG8XH2S0,UK114,,,,
gene9093,AAEL005104,EOG8QG04D,Oseg2,,,,
gene9094,AAEL005100,NA,NA,,,,
gene9095,AAEL005105,NA,NA,,,,
gene9096,AAEL005128,EOG8T4GKW,CG12502,,,,
gene9097,AAEL005113,NA,NA,,,,
gene9098,AAEL005120,EOG8X9B7Z,sug,,,,
gene9099,AAEL005126,EOG8PG8RD,CG17019,,,,
gene91,AAEL018166,NA,NA,,,,
gene910,AAEL009027,EOG86DPSX,MED24,,,,
gene9100,AAEL005129,EOG8KWNKS,RpS30,,,,
gene9101,AAEL005114,EOG8J1423,Ref1,,,,
gene9102,AAEL005107,EOG82Z7H4-EOG82Z7H4,Kaz1-ORFB-CG34454,,,,
gene9103,AAEL005110,EOG8PRWH1,Rad51D,,,,
gene9104,AAEL005109,EOG81RSK3,CG34124,,,,
gene9105,AAEL005101,NA,NA,,,,
gene9106,AAEL005112,NA,NA,,,,
gene9107,AAEL005121,NA,NA,,,,
gene9108,AAEL005124,NA,NA,,,,
gene9109,AAEL005122,NA,NA,,,,
gene9110,AAEL005117,NA,NA,,,,
gene9111,AAEL005102,EOG88SKK9-EOG88SKK9,CG32335-CG9119,,,,
gene9112,AAEL005111,NA,NA,,,,
gene9113,AAEL005116,NA,NA,,,,
gene9114,AAEL016991,NA,NA,,,,
gene9115,AAEL005123,NA,NA,,,,
gene9116,AAEL005108,NA,NA,,,,
gene9117,AAEL015143,EOG844PC1,Pabp2,,,,
gene9118,AAEL015141,EOG879HZ8,gkt,,,,
gene9119,AAEL015142,EOG8C5G8Q,Fcp1,,,,
gene912,AAEL009032,EOG8DJNNP-EOG8DJNNP,CG3823-CG3191,,,,
gene9120,AAEL010217,EOG80CM8T,ix,,,,
gene9121,AAEL010223,EOG84BDT2,CG5991,,,,
gene9122,AAEL010221,EOG8BCHCZ,pnr,,,,
gene9123,AAEL010222,NA,NA,,,,
gene9124,AAEL010219,NA,NA,,,,
gene9125,AAEL010225,NA,NA,,,,
gene9126,AAEL010224,NA,NA,,,,
gene9127,AAEL010218,NA,NA,,,,
gene9128,AAEL010220,NA,NA,,,,
gene9129,AAEL015481,NA,NA,,,,
gene913,AAEL009031,EOG8DJNND,bin,,,,
gene9130,AAEL014294,EOG866ZC4,CG8031,,,,
gene9131,AAEL014295,EOG851HHC,c12.1,,,,
gene9132,AAEL015373,EOG8G1Q72,CG7033,,,,
gene9133,AAEL014840,NA,NA,,,,
gene9134,AAEL006762,EOG873SHH,CG18065,,,,
gene9135,AAEL006772,EOG8NKFM3,eco,,,,
gene9136,AAEL006775,NA,NA,,,,
gene9137,AAEL006760,EOG8K9F3K,CG5964,,,,
gene9138,AAEL006773,NA,NA,,,,
gene9139,AAEL006759,NA,NA,,,,
gene914,AAEL009025,NA,NA,,,,
gene9140,AAEL006780,EOG8S1WZN,Hip14,,,,
gene9141,AAEL006774,EOG8N5ZNK-EOG8N5ZNK-EOG8N5ZNK-EOG8N5ZNK-EOG8N5ZNK-EOG8N5ZNK-EOG8N5ZNK,CG10096-CG17562-CG17560-CG14893-CG13091-wat-CG10097,,,,
gene9142,AAEL006767,NA,NA,,,,
gene9143,AAEL006769,EOG8DBX4X-EOG8DBX4X,CG14183-CG7441,,,,
gene9144,AAEL006761,EOG8B2WP3,CG9850,,,,
gene9145,AAEL006768,NA,NA,,,,
gene9146,AAEL006771,EOG8SN4FZ,CG5532,,,,
gene9147,AAEL017535,NA,NA,,,,
gene9148,AAEL006758,NA,NA,,,,
gene9149,AAEL006765,EOG8NKFM3,eco,,,,
gene915,AAEL009036,NA,NA,,,,
gene9150,AAEL006778,EOG82NMQT,fz2,,,,
gene9151,AAEL006763,EOG8DBX4X-EOG8DBX4X,CG7441-CG14183,,,,
gene9152,AAEL006777,NA,NA,,,,
gene9153,AAEL006766,EOG8B2WP3,CG9850,,,,
gene9154,AAEL006764,NA,NA,,,,
gene9155,AAEL006781,NA,NA,,,,
gene9156,AAEL006770,NA,NA,,,,
gene9157,AAEL006776,EOG8NKFM4,nuf,,,,
gene9158,AAEL006779,EOG8BP445,CG31648,,,,
gene9159,AAEL015484,EOG879J07-EOG879J07,CG5254-CG9582,,,,
gene916,AAEL009023,EOG8FJC1H,CG14100,,,,
gene9160,AAEL012921,NA,NA,,,,
gene9161,AAEL015520,EOG88WFTD,Pcmt,,,,
gene9162,AAEL008406,NA,NA,,,,
gene9163,AAEL008409,NA,NA,,,,
gene9164,AAEL008403,NA,NA,,,,
