internal.gene_id.x,vectorbase.RU,display.name,gene.family,gene.family.specific,flybase.fbpp,orthodb.group,flybase.fbgn,flybase.annot,flybase.gene
gene6598,AAEL010291,,,,NA,NA,NA,NA,NA
gene6599,AAEL010293,,,,NA,NA,NA,NA,NA
gene66,AAEL008517,,,,FBpp0086790,EOG8Q87P5,FBgn0024556,CG6050,EfTuM
gene660,AAEL001180,,,,NA,NA,NA,NA,NA
gene6600,AAEL010284,,,,FBpp0081276,EOG85F0FB,FBgn0037513,CG3027,pyd3
gene6601,AAEL017530,,,,NA,NA,NA,NA,NA
gene6602,AAEL008383,,,,NA,NA,NA,NA,NA
gene6603,AAEL008391,,,,FBpp0075398,EOG80P6ZM,FBgn0036489,CG7011,CG7011
gene6604,AAEL008389,,,,FBpp0310601,EOG88GZTJ,FBgn0261554,CG42672,CG42672
gene6605,AAEL008384,,,,FBpp0297618,EOG880MMV,FBgn0031170,CG1718,CG1718
gene6606,RU080,,,,NA,NA,NA,NA,NA
gene6607,AAEL008376,,,,NA,NA,NA,NA,NA
gene6608,AAEL008377,,,,FBpp0085156,EOG8X6G0H,FBgn0003268,CG1569,rod
gene6609,AAEL008388,,,,NA,NA,NA,NA,NA
gene661,AAEL001181,,,,NA,NA,NA,NA,NA
gene6610,AAEL008392,,,,FBpp0077873,EOG8G7FQF,FBgn0037008,CG5047,mTerf3
gene6611,AAEL008386,,,,NA,NA,NA,NA,NA
gene6612,AAEL008390,,,,FBpp0291486,EOG8QG04F,FBgn0266136,CG42636,Gyc76C
gene6612,AAEL008390,,,,FBpp0291483,EOG8QG04F,FBgn0261360,CG42637,CG42637
gene6613,AAEL017543,,,,FBpp0075395,EOG8FR3H3,FBgn0036487,CG6876,Prp31
gene6614,AAEL008379,,,,FBpp0083965,EOG8M3D1H,FBgn0015765,CG5475,p38a
gene6614,AAEL008379,,,,FBpp0080111,EOG8M3D1H,FBgn0024846,CG7393,p38b
gene6615,AAEL018155,,,,FBpp0309178,EOG8K9F3N,FBgn0265575,CG44402,yin
gene6615,AAEL018155,,,,FBpp0309176,EOG8K9F3N,FBgn0028491,CG2930,CG2930
gene6616,AAEL008395,,,,NA,NA,NA,NA,NA
gene6617,AAEL008380,,,,NA,NA,NA,NA,NA
gene6618,AAEL008394,,,,FBpp0075396,EOG89KJHR,FBgn0036488,CG6878,CG6878
gene6619,AAEL008385,,,,FBpp0091060,EOG8FXV1P,FBgn0053814,CG33814,His2A:CG33814
gene6619,AAEL008385,,,,FBpp0091090,EOG8FXV1P,FBgn0053844,CG33844,His2A:CG33844
gene6619,AAEL008385,,,,FBpp0091108,EOG8FXV1P,FBgn0053862,CG33862,His2A:CG33862
gene6619,AAEL008385,,,,FBpp0091081,EOG8FXV1P,FBgn0053835,CG33835,His2A:CG33835
gene6619,AAEL008385,,,,FBpp0091099,EOG8FXV1P,FBgn0053853,CG33853,His2A:CG33853
gene6619,AAEL008385,,,,FBpp0091072,EOG8FXV1P,FBgn0053826,CG33826,His2A:CG33826
gene6619,AAEL008385,,,,FBpp0084434,EOG8FXV1P,FBgn0001197,CG5499,His2Av
gene6619,AAEL008385,,,,FBpp0091078,EOG8FXV1P,FBgn0053832,CG33832,His2A:CG33832
gene6619,AAEL008385,,,,FBpp0091066,EOG8FXV1P,FBgn0053820,CG33820,His2A:CG33820
gene6619,AAEL008385,,,,FBpp0091096,EOG8FXV1P,FBgn0053850,CG33850,His2A:CG33850
gene6619,AAEL008385,,,,FBpp0091063,EOG8FXV1P,FBgn0053817,CG33817,His2A:CG33817
gene6619,AAEL008385,,,,FBpp0091093,EOG8FXV1P,FBgn0053847,CG33847,His2A:CG33847
gene6619,AAEL008385,,,,FBpp0091084,EOG8FXV1P,FBgn0053838,CG33838,His2A:CG33838
gene6619,AAEL008385,,,,FBpp0091087,EOG8FXV1P,FBgn0053841,CG33841,His2A:CG33841
gene6619,AAEL008385,,,,FBpp0091111,EOG8FXV1P,FBgn0053865,CG33865,His2A:CG33865
gene6619,AAEL008385,,,,FBpp0091055,EOG8FXV1P,FBgn0053808,CG33808,His2A:CG33808
gene6619,AAEL008385,,,,FBpp0091075,EOG8FXV1P,FBgn0053829,CG33829,His2A:CG33829
gene6619,AAEL008385,,,,FBpp0091105,EOG8FXV1P,FBgn0053859,CG33859,His2A:CG33859
gene6619,AAEL008385,,,,FBpp0085249,EOG8FXV1P,FBgn0051618,CG31618,His2A:CG31618
gene6619,AAEL008385,,,,FBpp0091069,EOG8FXV1P,FBgn0053823,CG33823,His2A:CG33823
gene6619,AAEL008385,,,,FBpp0091102,EOG8FXV1P,FBgn0053856,CG33856,His2A:CG33856
gene662,AAEL001169,,,,FBpp0088519,EOG83JFW4,FBgn0028744,CG5033,CG5033
gene6620,AAEL008393,,,,FBpp0077872,EOG8J140R,FBgn0037010,CG4825,CG4825
gene6621,AAEL008378,,,,NA,NA,NA,NA,NA
gene6622,AAEL008382,,,,FBpp0075441,EOG8Q5CFD,FBgn0036450,CG13472,Tdrd3
gene6623,AAEL008387,Eclosion hormone receptor,neuropeptide receptor,neuropeptide receptor,FBpp0291650,EOG8QNQMF,FBgn0036368,CG10738,CG10738
gene6624,AAEL005688,,,,FBpp0075169,EOG8VQDDW,FBgn0036629,CG4573,CG4573
gene6625,AAEL005685,,,,FBpp0080449,EOG8XD6GN,FBgn0032598,CG17905,ChLD3
gene6626,AAEL005711,,,,FBpp0072073,EOG8HQHBB,FBgn0011695,CG11390,EbpIII
gene6627,AAEL005682,,,,FBpp0072073,EOG8HQHBB,FBgn0011695,CG11390,EbpIII
gene6628,AAEL005694,,,,NA,NA,NA,NA,NA
gene6629,AAEL005706,,,,FBpp0085582,EOG8QZBB8,FBgn0034491,CG11055,Hsl
gene663,AAEL014961,,,,FBpp0078685,EOG879J02,FBgn0031661,CG8890,Gmd
gene6630,AAEL005704,,,,FBpp0077658,EOG8PCDJ3,FBgn0003310,CG4385,S
gene6631,AAEL005687,,,,FBpp0072073,EOG8HQHBB,FBgn0011695,CG11390,EbpIII
gene6632,AAEL005703,,,,FBpp0077075,EOG8P2STF,FBgn0031630,CG15629,CG15629
gene6633,AAEL005686,,,,FBpp0110277,EOG8XH2QM,FBgn0031885,CG13778,Mnn1
gene6634,AAEL005695,,,,NA,NA,NA,NA,NA
gene6635,AAEL005678,,,,FBpp0082903,EOG8M6889,FBgn0038524,CG7623,sll
gene6636,AAEL005698,,,,FBpp0072073,EOG8HQHBB,FBgn0011695,CG11390,EbpIII
gene6637,AAEL005705,,,,FBpp0080017,EOG8JQ6PC,FBgn0032477,CG5287,CG5287
gene6638,AAEL005679,,,,NA,NA,NA,NA,NA
gene6639,AAEL005697,,,,NA,NA,NA,NA,NA
gene664,AAEL014960,,,,FBpp0082149,EOG80S36M,FBgn0038056,CG5961,CG5961
gene6640,AAEL005680,AaegOr128,OR,OR,NA,NA,NA,NA,NA
gene6641,AAEL018021,,,,FBpp0290630,EOG88D3KP,FBgn0031294,CG31795,IA-2
gene6642,AAEL005692,,,,NA,NA,NA,NA,NA
gene6643,AAEL005701,,,,NA,NA,NA,NA,NA
gene6644,AAEL005690,,,,FBpp0084113,EOG8Q2H6G,FBgn0027617,CG5808,CG5808
gene6645,AAEL005710,,,,FBpp0072073,EOG8HQHBB,FBgn0011695,CG11390,EbpIII
gene6646,AAEL005700,,,,NA,NA,NA,NA,NA
gene6647,AAEL005699,,,,FBpp0303601,EOG8PZMZF,FBgn0028399,CG4672,TMS1
gene6648,AAEL005693,,,,FBpp0070885,EOG89CT1F,FBgn0029868,CG3446,ND-B16.6
gene6649,AAEL005691,,,,FBpp0072073,EOG8HQHBB,FBgn0011695,CG11390,EbpIII
gene665,AAEL015628,,,,FBpp0081703,EOG85MQWN,FBgn0037801,CG3999,CG3999
gene6650,AAEL005677,,,,NA,NA,NA,NA,NA
gene6651,AAEL005709,,,,FBpp0087227,EOG86MFB2,FBgn0024188,CG12352,san
gene6652,AAEL005702,,,,FBpp0079318,EOG8DFSFM,FBgn0040959,CG17814,Peritrophin-15a
gene6653,AAEL005689,,,,FBpp0087259,EOG8D29GH,FBgn0011554,CG12386,etaTry
gene6653,AAEL005689,,,,FBpp0087260,EOG8D29GH,FBgn0011556,CG12387,zetaTry
gene6654,AAEL005683,,,,FBpp0080068,EOG8JDKZG,FBgn0051849,CG31849,CG31849
gene6655,AAEL005684,,,,FBpp0079207,EOG8HQH96,FBgn0031996,CG8460,CG8460
gene6656,AAEL005707,,,,NA,NA,NA,NA,NA
gene6657,AAEL005696,,,,NA,NA,NA,NA,NA
gene6658,AAEL005681,,,,FBpp0084363,EOG879HZH,FBgn0039419,CG12290,CG12290
gene6659,AAEL005708,,,,FBpp0080383,EOG8T1MCP,FBgn0028897,CG4935,CG4935
gene666,AAEL009418,,,,NA,NA,NA,NA,NA
gene6660,AAEL015572,,,,FBpp0088527,EOG898XRB,FBgn0034277,CG6370,OstDelta
gene6661,AAEL013328,,,,FBpp0110261,EOG82Z7FJ,FBgn0038295,CG4154,Gyc88E
gene6662,AAEL013325,,,,FBpp0083512,EOG8SBHQB,FBgn0038894,CG15497,CG15497
gene6663,RU081,,,,NA,NA,NA,NA,NA
gene6664,AAEL013324,,,,FBpp0082676,EOG8258K2,FBgn0038394,CG10264,CG10264
gene6665,AAEL013326,,,,FBpp0078489,EOG8TXFJ8,FBgn0037288,CG14661,CG14661
gene6666,AAEL013323,,,,FBpp0307387,EOG86X211,FBgn0250839,CG2016,CG2016
gene6666,AAEL013323,,,,FBpp0078482,EOG86X211,FBgn0037290,CG1124,CG1124
gene6667,AAEL013327,,,,FBpp0078482,EOG86X211,FBgn0037290,CG1124,CG1124
gene6667,AAEL013327,,,,FBpp0307387,EOG86X211,FBgn0250839,CG2016,CG2016
gene6668,AAEL012617,,,,FBpp0080394,EOG8X3KTC,FBgn0028506,CG4455,CG4455
gene6669,AAEL012616,,,,NA,NA,NA,NA,NA
gene667,AAEL009390,,,,NA,NA,NA,NA,NA
gene6670,AAEL012619,,,,FBpp0080522,EOG879HZC,FBgn0032633,CG6860,Lrch
gene6671,AAEL012614,,,,NA,NA,NA,NA,NA
gene6672,AAEL012618,,,,FBpp0080510,EOG8SN4F5,FBgn0032620,CG12288,CG12288
gene6673,AAEL012613,,,,NA,NA,NA,NA,NA
gene6674,AAEL012615,,,,FBpp0075574,EOG8PZMXT,FBgn0036348,CG17687,CG17687
gene6675,AAEL012620,,,,NA,NA,NA,NA,NA
gene6676,AAEL012612,,,,FBpp0307979,EOG8ZGS3H,FBgn0262617,CG43143,CG43143
gene6677,AAEL011543,,,,FBpp0080341,EOG8Q87P6,FBgn0028949,CG15254,CG15254
gene6677,AAEL011543,,,,FBpp0080343,EOG8Q87P6,FBgn0028950,CG15255,CG15255
gene6677,AAEL011543,,,,FBpp0080313,EOG8Q87P6,FBgn0028945,CG7631,CG7631
gene6677,AAEL011543,,,,FBpp0080340,EOG8Q87P6,FBgn0028948,CG15253,CG15253
gene6677,AAEL011543,,,,FBpp0080342,EOG8Q87P6,FBgn0028944,CG11864,Semp1
gene6678,AAEL011540,,,,NA,NA,NA,NA,NA
gene6679,AAEL011549,,,,FBpp0087260,EOG8D29GH,FBgn0011556,CG12387,zetaTry
gene6679,AAEL011549,,,,FBpp0087259,EOG8D29GH,FBgn0011554,CG12386,etaTry
gene668,AAEL009403,,,,FBpp0072094,EOG87Q0XH,FBgn0023170,CG3997,RpL39
gene6680,AAEL011545,,,,FBpp0087097,EOG8SFCXX,FBgn0033692,CG13176,wash
gene6681,AAEL011546,,,,FBpp0083792,EOG8XD6J7,FBgn0039059,CG13829,CG13829
gene6681,AAEL011546,,,,FBpp0077856,EOG8XD6J7,FBgn0036998,CG5969,CG5969
gene6682,AAEL011559,,,,NA,NA,NA,NA,NA
gene6683,AAEL011552,,,,FBpp0293744,EOG880MN5,FBgn0015371,CG11798,chn
gene6684,AAEL017317,,,,FBpp0111294,EOG8WQ3VX,FBgn0262954,CG34186,Rpb12
gene6685,AAEL011553,,,,NA,NA,NA,NA,NA
gene6686,AAEL011550,,,,FBpp0080341,EOG8Q87P6,FBgn0028949,CG15254,CG15254
gene6686,AAEL011550,,,,FBpp0080340,EOG8Q87P6,FBgn0028948,CG15253,CG15253
gene6686,AAEL011550,,,,FBpp0080343,EOG8Q87P6,FBgn0028950,CG15255,CG15255
gene6686,AAEL011550,,,,FBpp0080342,EOG8Q87P6,FBgn0028944,CG11864,Semp1
gene6686,AAEL011550,,,,FBpp0080313,EOG8Q87P6,FBgn0028945,CG7631,CG7631
gene6687,AAEL011544,,,,FBpp0071497,EOG8H48WJ,FBgn0002736,CG9401,mago
gene6688,AAEL011561,,,,FBpp0099839,EOG83JFWR,FBgn0053969,CG33969,CG33969
gene6689,AAEL011555,,,,FBpp0080313,EOG8Q87P6,FBgn0028945,CG7631,CG7631
gene6689,AAEL011555,,,,FBpp0080342,EOG8Q87P6,FBgn0028944,CG11864,Semp1
gene6689,AAEL011555,,,,FBpp0080341,EOG8Q87P6,FBgn0028949,CG15254,CG15254
gene6689,AAEL011555,,,,FBpp0080343,EOG8Q87P6,FBgn0028950,CG15255,CG15255
gene6689,AAEL011555,,,,FBpp0080340,EOG8Q87P6,FBgn0028948,CG15253,CG15253
gene669,AAEL009404,,,,FBpp0289504,EOG87DD6B,FBgn0034187,CG6967,CG6967
gene669,AAEL009404,,,,FBpp0308979,EOG87DD6B,FBgn0033889,CG6701,CG6701
gene6690,AAEL011542,,,,FBpp0080342,EOG8Q87P6,FBgn0028944,CG11864,Semp1
gene6690,AAEL011542,,,,FBpp0080343,EOG8Q87P6,FBgn0028950,CG15255,CG15255
gene6690,AAEL011542,,,,FBpp0080340,EOG8Q87P6,FBgn0028948,CG15253,CG15253
gene6690,AAEL011542,,,,FBpp0080341,EOG8Q87P6,FBgn0028949,CG15254,CG15254
gene6690,AAEL011542,,,,FBpp0080313,EOG8Q87P6,FBgn0028945,CG7631,CG7631
gene6691,AAEL011547,,,,FBpp0080343,EOG8Q87P6,FBgn0028950,CG15255,CG15255
gene6691,AAEL011547,,,,FBpp0080340,EOG8Q87P6,FBgn0028948,CG15253,CG15253
gene6691,AAEL011547,,,,FBpp0080313,EOG8Q87P6,FBgn0028945,CG7631,CG7631
gene6691,AAEL011547,,,,FBpp0080341,EOG8Q87P6,FBgn0028949,CG15254,CG15254
gene6691,AAEL011547,,,,FBpp0080342,EOG8Q87P6,FBgn0028944,CG11864,Semp1
gene6692,AAEL011539,,,,FBpp0080313,EOG8Q87P6,FBgn0028945,CG7631,CG7631
gene6692,AAEL011539,,,,FBpp0080341,EOG8Q87P6,FBgn0028949,CG15254,CG15254
gene6692,AAEL011539,,,,FBpp0080342,EOG8Q87P6,FBgn0028944,CG11864,Semp1
gene6692,AAEL011539,,,,FBpp0080340,EOG8Q87P6,FBgn0028948,CG15253,CG15253
gene6692,AAEL011539,,,,FBpp0080343,EOG8Q87P6,FBgn0028950,CG15255,CG15255
gene6693,AAEL011554,,,,FBpp0308980,EOG8G7FQJ,FBgn0033886,CG13349,Rpn13
gene6694,AAEL011556,,,,FBpp0075560,EOG8TTK8X,FBgn0086785,CG10711,Vps36
gene6695,AAEL011548,,,,FBpp0078730,EOG8B2WND,FBgn0051989,CG31989,Cap-D3
gene6696,AAEL011560,,,,FBpp0075607,EOG8QNQNC,FBgn0036330,CG11263,CG11263
gene6697,AAEL011551,,,,FBpp0305376,EOG8CJZ7G,FBgn0035094,CG9380,CG9380
gene6698,AAEL011558,,,,FBpp0080313,EOG8Q87P6,FBgn0028945,CG7631,CG7631
gene6698,AAEL011558,,,,FBpp0080343,EOG8Q87P6,FBgn0028950,CG15255,CG15255
gene6698,AAEL011558,,,,FBpp0080341,EOG8Q87P6,FBgn0028949,CG15254,CG15254
gene6698,AAEL011558,,,,FBpp0080342,EOG8Q87P6,FBgn0028944,CG11864,Semp1
gene6698,AAEL011558,,,,FBpp0080340,EOG8Q87P6,FBgn0028948,CG15253,CG15253
gene6699,AAEL011557,,,,NA,NA,NA,NA,NA
gene67,AAEL008506,,,,FBpp0078977,EOG82NMQM,FBgn0020616,CG3423,SA
gene670,AAEL009388,,,,FBpp0075096,EOG89S8Z0,FBgn0036671,CG9951,CG9951
gene6700,AAEL011562,,,,FBpp0076076,EOG8X6G14,FBgn0026404,CG8091,Dronc
gene6701,AAEL011541,,,,FBpp0072169,EOG8GTP44,FBgn0034989,CG3356,CG3356
gene6702,AAEL017999,,,,NA,NA,NA,NA,NA
gene6703,AAEL015564,,,,NA,NA,NA,NA,NA
gene6704,AAEL004065,,,,FBpp0085107,EOG85XBNT,FBgn0010808,CG1715,l(3)03670
gene6705,AAEL004047,,,,FBpp0073787,EOG8GJ2DB,FBgn0030600,CG32592,hiw
gene6706,AAEL004081,,,,FBpp0085065,EOG8S4S7P,NA,NA,NA
gene6706,AAEL004081,,,,FBpp0086741,EOG8S4S7P,FBgn0033885,CG6646,DJ-1alpha
gene6707,AAEL004077,,,,FBpp0070563,EOG8XSPH0,FBgn0052791,CG32791,DIP-alpha
gene6707,AAEL004077,,,,FBpp0289176,EOG8XSPH0,FBgn0259245,CG42343,DIP-beta
gene6707,AAEL004077,,,,FBpp0291541,EOG8XSPH0,NA,NA,NA
gene6708,AAEL004052,,,,FBpp0074386,EOG8N33F8,FBgn0030944,CG6617,CG6617
gene6709,AAEL004072,,,,NA,NA,NA,NA,NA
gene671,AAEL009389,,,,FBpp0072050,EOG80S36S,FBgn0023477,CG2827,Taldo
gene6710,AAEL004069,,,,FBpp0074554,EOG8MPMH1,FBgn0044030,CG32531,mRpS14
gene6711,AAEL004066,,,,FBpp0088791,EOG8FBMJ5,FBgn0035802,CG33275,CG33275
gene6712,AAEL004049,,,,FBpp0073824,EOG808R0J,FBgn0015926,CG6157,dah
gene6713,AAEL004048,,,,FBpp0074118,EOG8WQ3TC,FBgn0027556,CG4928,CG4928
gene6714,AAEL004042,,,,FBpp0303328,EOG869TM9,FBgn0039690,CG1969,CG1969
gene6715,AAEL004060,,,,FBpp0081658,EOG87DD8G,FBgn0051477,CG31477,ATPsynepsilonL
gene6715,AAEL004060,,,,FBpp0073963,EOG87DD8G,FBgn0014391,CG9032,sun
gene6716,AAEL004043,,,,FBpp0077061,EOG8RNF25,FBgn0031184,CG14615,CG14615
gene6717,AAEL004080,,,,NA,NA,NA,NA,NA
gene6718,AAEL004051,,,,NA,NA,NA,NA,NA
gene6719,AAEL004053,,,,FBpp0074372,EOG83V2MQ,FBgn0030943,CG6540,CG6540
gene672,AAEL009412,,,,FBpp0084779,EOG8X6G0N,FBgn0041588,CG31426,eIF2D
gene6720,AAEL004068,,,,FBpp0078463,EOG8FBMJX,FBgn0037305,CG12173,CG12173
gene6721,AAEL004061,nAChR_3,ACh receptor,ACh receptor (nicotonic),FBpp0289395,EOG87H8FH,FBgn0266347,CG12414,nAChRalpha4
gene6721,AAEL004061,nAChR_3,ACh receptor,ACh receptor (nicotonic),FBpp0288426,EOG87H8FH,FBgn0015519,CG2302,nAChRalpha3
gene6722,AAEL004074,,,,FBpp0073774,EOG8BVVJX,FBgn0052594,CG32594,be
gene6723,AAEL004050,,,,FBpp0073903,EOG84F91X,FBgn0030683,CG8239,CG8239
gene6724,AAEL004045,,,,FBpp0071261,EOG80S35T,FBgn0040236,CG12132,c11.1
gene6725,AAEL004076,,,,FBpp0073354,EOG8MGW08,FBgn0030305,CG1749,CG1749
gene6726,AAEL004062,,,,FBpp0070645,EOG8QVG4N,FBgn0029712,CG15912,CG15912
gene6727,AAEL004056,,,,FBpp0080536,EOG8J1421,FBgn0032642,CG5110,CG5110
gene6728,AAEL004059,,,,FBpp0085889,EOG8QNQN3,FBgn0000566,CG5345,Eip55E
gene6729,AAEL004070,,,,FBpp0073775,EOG8T1MCN,FBgn0030603,CG5541,CG5541
gene673,AAEL009408,,,,NA,NA,NA,NA,NA
gene6730,AAEL004079,,,,NA,NA,NA,NA,NA
gene6731,AAEL004046,,,,FBpp0294058,EOG8M688H,FBgn0262685,CG43155,CG43155
gene6732,AAEL004064,,,,FBpp0073893,EOG8PRWFX,FBgn0004391,CG9198,shtd
gene6733,AAEL004054,,,,FBpp0073352,EOG8C8BJ2,FBgn0030304,CG11715,Cyp4g15
gene6733,AAEL004054,,,,FBpp0070094,EOG8C8BJ2,FBgn0010019,CG3972,Cyp4g1
gene6734,AAEL004063,,,,FBpp0077735,EOG85F0F4,FBgn0021874,CG2863,Nle
gene6735,RU082,,,,NA,NA,NA,NA,NA
gene6736,AAEL004075,,,,FBpp0076112,EOG80VZF0,FBgn0036018,CG3335,CG3335
gene6737,AAEL004078,,,,NA,NA,NA,NA,NA
gene6738,AAEL004055,,,,FBpp0308972,EOG89GP7C,FBgn0030122,CG16892,CG16892
gene6739,AAEL004067,,,,FBpp0077726,EOG8M94J4,FBgn0031263,CG2789,Tspo
gene674,AAEL009401,,,,FBpp0086548,EOG8BVVKJ,FBgn0033994,CG7544,CG7544
gene6740,AAEL004073,,,,FBpp0073681,EOG883GW7,FBgn0030500,CG9938,Ndc80
gene6741,RU083,,,,NA,NA,NA,NA,NA
gene6742,AAEL004071,,,,FBpp0081412,EOG8XSPGQ,FBgn0037637,CG9836,IscU
gene6743,AAEL017198,,,,FBpp0071888,EOG8HQHBH,FBgn0034822,CG9873,RpL37b
gene6743,AAEL017198,,,,FBpp0073844,EOG8HQHBH,FBgn0030616,CG9091,RpL37a
gene6744,AAEL018309,,,,FBpp0074279,EOG82C10X,FBgn0030884,CG6847,CG6847
gene6745,AAEL004057,,,,NA,NA,NA,NA,NA
gene6746,AAEL014100,,,,NA,NA,NA,NA,NA
gene6747,AAEL015121,,,,NA,NA,NA,NA,NA
gene6748,AAEL015122,,,,FBpp0074841,EOG84XN7M,FBgn0027057,CG3889,CSN1b
gene6749,AAEL015120,,,,FBpp0074834,EOG8MPMGM,FBgn0036827,CG6843,CG6843
gene675,AAEL009397,,,,FBpp0308979,EOG87DD6B,FBgn0033889,CG6701,CG6701
gene675,AAEL009397,,,,FBpp0289504,EOG87DD6B,FBgn0034187,CG6967,CG6967
gene6750,AAEL001279,,,,FBpp0074963,EOG8SBHPK,FBgn0004401,CG6143,Pep
gene6751,AAEL001252,,,,FBpp0085514,EOG8C8BHZ,FBgn0022960,CG3572,vimar
gene6752,AAEL001276,,,,FBpp0085899,EOG8C2M1N,FBgn0028496,CG30116,CG30116
gene6753,AAEL001272,,,,FBpp0306994,EOG8DFSD3,FBgn0264908,CG44099,pHCl
gene6754,AAEL001263,,,,FBpp0078174,EOG8TQQ2V,FBgn0037181,CG11370,CG11370
gene6755,AAEL001257,,,,NA,NA,NA,NA,NA
gene6756,AAEL001245,,,,FBpp0293521,EOG8TQQ23,FBgn0262737,CG7437,mub
gene6757,AAEL001283,,,,FBpp0072049,EOG8P5P1V,FBgn0034931,CG2812,CG2812
gene6758,AAEL001266,,,,FBpp0088069,EOG8HQH9B,FBgn0033179,CG11139,p47
gene6759,AAEL001248,,,,FBpp0078174,EOG8TQQ2V,FBgn0037181,CG11370,CG11370
gene676,AAEL009416,,,,FBpp0082081,EOG8X3KRP,FBgn0038016,CG10042,MBD-R2
gene6760,AAEL001264,,,,FBpp0075292,EOG83XXWV,FBgn0036537,CG18081,CG18081
gene6760,AAEL001264,,,,FBpp0075291,EOG83XXWV,FBgn0036538,CG15715,CG15715
gene6761,AAEL001275,,,,FBpp0074937,EOG8KPX2V,FBgn0052190,CG32190,NUCB1
gene6762,AAEL001267,,,,NA,NA,NA,NA,NA
gene6763,AAEL001273,,,,FBpp0087536,EOG8FXTZW,FBgn0033460,CG1472,Sec24AB
gene6764,AAEL001256,,,,FBpp0078174,EOG8TQQ2V,FBgn0037181,CG11370,CG11370
gene6765,AAEL001270,,,,FBpp0088048,EOG8JHG6H,FBgn0033178,CG11127,CG11127
gene6766,AAEL001269,,,,FBpp0076048,EOG8JMBDX,FBgn0036043,CG8177,CG8177
gene6767,AAEL001250,,,,FBpp0075940,EOG8258JJ,FBgn0036133,CG7638,CG7638
gene6768,AAEL001258,,,,FBpp0078174,EOG8TQQ2V,FBgn0037181,CG11370,CG11370
gene6769,AAEL001249,,,,FBpp0075261,EOG8X0QJM,FBgn0036536,CG12713,CG12713
gene677,AAEL009407,,,,FBpp0071476,EOG8N33DR,FBgn0034573,CG3295,CG3295
gene6770,AAEL001271,,,,NA,NA,NA,NA,NA
gene6771,AAEL001259,,,,NA,NA,NA,NA,NA
gene6772,AAEL001277,,,,FBpp0304160,EOG8DNHW4,FBgn0037182,CG6838,ArfGAP3
gene6773,AAEL001255,,,,FBpp0085502,EOG8FXV0T,FBgn0033122,CG17002,CG17002
gene6774,AAEL001286,,,,FBpp0078174,EOG8TQQ2V,FBgn0037181,CG11370,CG11370
gene6775,AAEL001274,,,,NA,NA,NA,NA,NA
gene6776,AAEL001268,,,,FBpp0304207,EOG8M94GN,FBgn0035934,CG5751,TrpA1
gene6777,AAEL001254,,,,FBpp0075501,EOG8XD6G9,FBgn0036389,CG9028,ssp2
gene6778,AAEL001280,,,,FBpp0071771,EOG8CC6SM,FBgn0026261,CG4207,bonsai
gene6779,AAEL001246,,,,FBpp0085966,EOG8M94HZ,FBgn0034299,CG5757,CG5757
gene678,AAEL009411,,,,FBpp0289504,EOG87DD6B,FBgn0034187,CG6967,CG6967
gene678,AAEL009411,,,,FBpp0308979,EOG87DD6B,FBgn0033889,CG6701,CG6701
gene6780,AAEL017283,,,,NA,NA,NA,NA,NA
gene6781,AAEL001247,,,,FBpp0075291,EOG83XXWV,FBgn0036538,CG15715,CG15715
gene6781,AAEL001247,,,,FBpp0075292,EOG83XXWV,FBgn0036537,CG18081,CG18081
gene6782,AAEL001265,,,,FBpp0078174,EOG8TQQ2V,FBgn0037181,CG11370,CG11370
gene6783,AAEL001261,,,,NA,NA,NA,NA,NA
gene6784,AAEL001262,,,,FBpp0086020,EOG8X0QJD,FBgn0034264,CG10933,CG10933
gene6785,AAEL001285,,,,NA,NA,NA,NA,NA
gene6786,AAEL001284,,,,NA,NA,NA,NA,NA
gene6787,AAEL001251,,,,FBpp0088069,EOG8HQH9B,FBgn0033179,CG11139,p47
gene6788,AAEL001278,,,,FBpp0078174,EOG8TQQ2V,FBgn0037181,CG11370,CG11370
gene6789,AAEL001281,,,,NA,NA,NA,NA,NA
gene679,AAEL009413,,,,FBpp0072134,EOG8T1MCD,FBgn0025336,CG4882,CG4882
gene6790,AAEL001260,,,,FBpp0302978,EOG80VZG0,FBgn0013531,CG18780,MED20
gene6791,AAEL018194,,,,NA,NA,NA,NA,NA
gene6792,AAEL012928,,,,NA,NA,NA,NA,NA
gene6793,AAEL012930,,,,FBpp0085398,EOG8GJ2DS,FBgn0033029,CG8426,Not3
gene6794,AAEL012929,,,,FBpp0302983,EOG8QC3WW,FBgn0031814,CG9528,retm
gene6795,AAEL017403,,,,NA,NA,NA,NA,NA
gene6796,AAEL009940,,,,NA,NA,NA,NA,NA
gene6797,AAEL009938,,,,NA,NA,NA,NA,NA
gene6798,AAEL009946,,,,FBpp0077720,EOG890B20,FBgn0031256,CG4164,CG4164
gene6799,AAEL009943,,,,FBpp0288989,EOG84BDSK,FBgn0259213,CG42313,CG42313
gene68,AAEL008514,,,,FBpp0087313,EOG841T43,FBgn0033544,CG7220,CG7220
gene680,AAEL009392,,,,FBpp0074528,EOG8Q87NN,FBgn0031051,CG12234,Ranbp21
gene6800,AAEL009936,,,,FBpp0081495,EOG8C2M2X,FBgn0037680,CG8121,CG8121
gene6801,AAEL009939,,,,FBpp0310216,EOG8MKR6S,FBgn0032338,CG16854,CG16854
gene6802,AAEL009935,,,,NA,NA,NA,NA,NA
gene6803,AAEL009944,,,,FBpp0077570,EOG8CZF7D,FBgn0031361,CG17652,CG17652
