gene_id,vectorbase,chemo,family
gene7906,AAEL006918,,
gene7907,AAEL006921,,
gene7908,AAEL017472,,
gene7909,AAEL006913,,
gene791,AAEL014687,,
gene7910,AAEL006915,,
gene7911,AAEL006910,,
gene7912,AAEL006924,,
gene7913,RU099,,
gene7914,AAEL006911,,
gene7915,AAEL006923,,
gene7916,AAEL006920,,
gene7917,AAEL006914,,
gene7918,AAEL014334,,
gene7919,AAEL015539,,
gene792,AAEL018005,,
gene7920,AAEL014700,,
gene7921,AAEL014965,,
gene7922,AAEL015402,,
gene7923,AAEL015403,,
gene7924,AAEL014323,,
gene7925,AAEL014743,,
gene7926,AAEL013729,,
gene7927,AAEL013727,,
gene7928,AAEL013731,,
gene7929,AAEL013730,,
gene793,AAEL018006,,
gene7930,AAEL013728,,
gene7931,AAEL015292,,
gene7932,AAEL000451,,
gene7934,AAEL000473,,
gene7935,AAEL018314,,
gene7936,AAEL000444,,
gene7937,AAEL000464,,
gene7938,AAEL000452,,
gene7939,AAEL000463,,
gene7940,AAEL000432,,
gene7941,AAEL000459,,
gene7942,AAEL000465,,
gene7943,AAEL000429,,
gene7944,AAEL000449,,
gene7945,AAEL000460,,
gene7946,AAEL000422,,
gene7947,AAEL000437,,
gene7948,AAEL000472,,
gene7949,AAEL000419,,
gene795,AAEL014689,,
gene7950,AAEL000438,,
gene7951,AAEL000408,,
gene7952,AAEL000421,,
gene7953,AAEL000417,,
gene7954,AAEL000453,,
gene7955,AAEL000407,,
gene7956,AAEL000468,,
gene7957,AAEL000418,,
gene7958,AAEL000458,,
gene7959,AAEL000448,,
gene796,AAEL014582,,
gene7960,AAEL000441,,
gene7961,AAEL000425,,
gene7962,AAEL000427,,
gene7963,AAEL000420,,
gene7964,AAEL000426,,
gene7965,AAEL000466,,
gene7966,AAEL000428,,
gene7967,AAEL000434,,
gene7968,AAEL000455,,
gene7969,AAEL000439,,
gene797,AAEL017106,,
gene7970,AAEL000414,,
gene7971,AAEL000410,,
gene7972,AAEL000474,,
gene7973,AAEL000436,,
gene7974,AAEL000447,,
gene7975,AAEL000454,,
gene7976,AAEL000469,,
gene7978,AAEL000456,,
gene7979,AAEL017491,,
gene798,AAEL014585,,
gene7980,AAEL000424,,
gene7981,AAEL018313,,
gene7982,AAEL000433,,
gene7983,AAEL000461,,
gene7984,AAEL000411,,
gene7985,AAEL000467,,
gene7986,AAEL000450,,
gene7987,AAEL000442,,
gene7988,AAEL000445,,
gene7989,AAEL000457,,
gene799,AAEL014584,,
gene7990,AAEL000471,,
gene7991,AAEL000431,,
gene7992,AAEL000470,,
gene7993,AAEL000416,,
gene7994,AAEL000435,,
gene7995,AAEL000415,,
gene7996,AAEL000440,,
gene7997,AAEL000412,,
gene7998,AAEL013002,,
gene7999,AAEL013005,,
gene8,AAEL009974,,
gene80,AAEL008515,,
gene800,AAEL014583,,
gene8000,AAEL013003,,
gene8001,AAEL013006,,
gene8002,AAEL013001,,
gene8003,AAEL013004,,
gene8004,AAEL013000,,
gene8005,AAEL015467,,
gene8006,AAEL003934,,
gene8007,AAEL003935,,
gene8008,AAEL003926,,
gene8009,AAEL003947,,
gene801,AAEL014058,,
gene8010,AAEL003942,,
gene8011,AAEL003937,,
gene8012,AAEL003932,,
gene8013,AAEL003928,,
gene8014,AAEL003941,,
gene8015,AAEL003939,,
gene8016,AAEL003944,,
gene8017,AAEL003945,,
gene8018,AAEL017170,,
gene8019,AAEL003933,,
gene802,AAEL014063,,
gene8020,AAEL003930,,
gene8021,AAEL003946,,
gene8022,AAEL003927,,
gene8023,AAEL003931,,
gene8024,AAEL003924,,
gene8025,AAEL003938,,
gene8026,AAEL003923,,
gene8027,AAEL003943,,
gene8028,AAEL003929,,
gene8029,AAEL003940,,
gene803,AAEL014059,,
gene8030,AAEL003925,,
gene8031,AAEL017464,,
gene8032,AAEL003936,,
gene8033,AAEL014757,,
gene8034,AAEL014758,,
gene8035,AAEL013955,,
gene8036,AAEL013956,,
gene8037,AAEL015632,,
gene8038,AAEL013987,,
gene8039,AAEL013979,,
gene804,AAEL014061,,
gene8040,AAEL013981,,
gene8041,AAEL013989,,
gene8042,AAEL013980,,
gene8043,AAEL013984,,
gene8044,AAEL013988,,
gene8045,AAEL013983,,
gene8046,AAEL013985,,
gene8047,AAEL013986,,
gene8048,AAEL013982,,
gene8049,AAEL013990,,
gene805,AAEL014062,,
gene8050,AAEL013786,,
gene8051,AAEL013783,,
gene8052,AAEL013785,,
gene8053,AAEL013784,,
gene8054,AAEL015425,,
gene8055,AAEL011065,,
gene8056,AAEL011061,,
gene8057,AAEL011068,,
gene8058,AAEL011058,,
gene8059,AAEL011064,,
gene806,AAEL014060,,
gene8060,AAEL011063,,
gene8061,AAEL011059,,
gene8062,AAEL011067,,
gene8063,AAEL011062,,
gene8064,AAEL017298,,
gene8065,AAEL011066,,
gene8066,AAEL011060,,
gene8067,AAEL015606,,
gene8068,AAEL015436,,
gene8069,AAEL010699,,
gene807,AAEL015528,,
gene8070,AAEL010696,,
gene8071,AAEL010700,,
gene8072,AAEL010692,,
gene8073,AAEL010698,,
gene8074,AAEL010693,,
gene8075,AAEL017191,,
gene8076,AAEL010701,,
gene8077,AAEL010691,,
gene8078,AAEL010694,,
gene8079,AAEL010695,,
gene808,AAEL009496,,
gene8080,AAEL010690,,
gene8081,AAEL010697,,
gene8082,AAEL011946,,
gene8083,AAEL011948,,
gene8084,AAEL011947,,
gene8085,AAEL011945,,
gene8086,AAEL017200,,
gene8087,AAEL000085,,
gene8088,AAEL000058,,
gene8089,AAEL000034,,
gene809,AAEL009507,,
gene8091,AAEL000062,,
gene8093,AAEL000036,,
gene8094,AAEL000008,,
gene8095,AAEL000041,,
gene8097,AAEL000061,,
gene8099,AAEL000044,,
gene81,AAEL010993,,
gene810,AAEL009503,,
gene8101,AAEL000074,,
gene8102,AAEL000100,,
gene8103,AAEL000001,,
gene8105,AAEL000006AAEL000025,,
gene8106,AAEL000068,,
gene8107,AAEL000028,,
gene8108,AAEL000021,,
gene8109,AAEL000033,,
gene811,AAEL009510,,
gene8111,AAEL000099,,
gene8112,AAEL000014,,
gene8113,AAEL000096,,
gene8114,AAEL000005,,
gene8115,AAEL000079,,
gene8116,AAEL000022,,
gene8117,AAEL000090,,
gene8118,AAEL018358,,
gene8119,AAEL000020,,
gene812,AAEL009504,,
gene8120,AAEL000019,,
gene8121,AAEL000077,,
gene8122,AAEL017325,,
gene8123,AAEL000091,,
gene8124,AAEL000053,,
gene8125,AAEL000056,,
gene8126,AAEL000029,,
gene8127,AAEL000046,,
gene8128,AAEL000009,,
gene8129,AAEL000081,,
gene813,AAEL009506,,
gene8130,AAEL000070,,
gene8131,AAEL000097,,
gene8133,AAEL000072,,
gene8134,AAEL000083,,
gene8135,AAEL000098,,
gene8136,AAEL000065,,
gene8138,AAEL000004,,
gene8139,AAEL000084,,
gene814,AAEL009511,,
gene8140,AAEL000037,,
gene8141,AAEL000017,,
gene8142,AAEL000023,,
gene8143,AAEL000057,,
gene8144,AAEL000010,,
gene8145,AAEL000042,,
gene8146,AAEL000080,,
gene8147,AAEL000054,,
gene8148,AAEL018109,,
gene8149,AAEL017328,,
gene815,AAEL009512,,
gene8150,AAEL000038,,
gene8151,AAEL000032,,
gene8152,AAEL000088,,
gene8153,AAEL000016,,
gene8155,AAEL000050,,
gene8157,AAEL000013,,
gene8159,AAEL000026,,
gene816,AAEL009505,,
gene8160,AAEL000015,,
gene8162,AAEL000024,,
gene8163,AAEL000003,,
gene8164,AAEL000086,,
gene8165,AAEL000076,,
gene8166,AAEL000078,,
gene8167,AAEL000092,,
gene8168,AAEL000094,,
gene8169,AAEL000067,,
gene817,AAEL009499,,
gene8170,AAEL000045,,
gene8171,AAEL000064,,
gene8173,AAEL000055,,
gene8175,AAEL000002,,
gene8176,AAEL000059,,
gene8177,AAEL000093,,
gene8178,AAEL000087,,
gene8179,AAEL000049,,
gene818,AAEL009501,,
gene8180,AAEL015289,,
gene8181,AAEL015288,,
gene8182,AAEL014693,,
gene8183,AAEL014580,,
gene8184,AAEL014579,,
gene8185,AAEL014581,,
gene8186,AAEL014605,,
gene8187,AAEL014612,,
gene8188,AAEL014604,,
gene8189,AAEL014613,,
gene819,AAEL009502,,
gene8190,AAEL014610,,
gene8191,AAEL014615,,
gene8192,AAEL014611,,
gene8193,AAEL014603,,
gene8194,AAEL014606,,
gene8195,AAEL014619,,
gene8196,AAEL014617,,
gene8197,AAEL014618,,
gene8198,AAEL014608,,
gene8199,AAEL014609,,
gene82,AAEL016996,,
gene820,AAEL009508,,
gene8200,AAEL014616,,
gene8201,AAEL014614,,
gene8202,AAEL017366,,
gene8203,AAEL014607,,
gene8204,AAEL013252,,
gene8205,AAEL013261,,
gene8206,AAEL013250,,
gene8207,AAEL013251,,
gene8208,AAEL016989,,
gene8209,AAEL013249,,
gene821,AAEL009495,,
gene8210,AAEL013254,,
gene8211,AAEL013255,,
gene8212,AAEL013260,,
gene8213,AAEL013248,,
gene8214,AAEL013258,,
gene8215,AAEL013256,,
gene8216,AAEL013259,,
gene8217,AAEL013257,,
gene8218,AAEL017274,,
gene8219,AAEL013253,,
gene822,AAEL009497,,
gene8220,AAEL015009,,
gene8221,RU100,,
gene8222,AAEL004934,,
gene8223,AAEL004919,,
gene8224,AAEL004935,,
gene8225,AAEL004931,,
gene8226,AAEL004918,,
gene8227,AAEL004937,,
gene8228,AAEL004939,,
gene8229,AAEL004925,,
gene823,AAEL009509,,
gene8230,AAEL004928,,
gene8231,AAEL004933,,
gene8232,AAEL004921,,
gene8233,AAEL004930,,
gene8234,AAEL004917,,
gene8235,AAEL004932,,
gene8236,AAEL004920,,
gene8237,AAEL004923,,
gene8238,AAEL004938,,
gene8239,AAEL004927,,
gene824,AAEL009500,,
gene8240,AAEL016998,,
gene8241,AAEL004922,,
gene8242,AAEL004936,,
gene8243,AAEL004929,,
gene8244,AAEL004926,,
gene8245,AAEL011178,,
gene8246,AAEL011181,,
gene8247,AAEL011180,,
gene8248,AAEL011177,,
gene8249,AAEL011175,,
gene825,AAEL009498,,
gene8250,AAEL011179,,
gene8251,AAEL011176,,
gene8252,AAEL010594,,
gene8253,AAEL010578,,
gene8254,AAEL010576,,
gene8255,AAEL010575,,
gene8256,AAEL010586,,
gene8257,AAEL010591,,
gene8258,AAEL010584,,
gene8259,AAEL010589,,
gene826,AAEL015664,,
gene8260,AAEL010577,,
gene8261,AAEL010583,,
gene8262,AAEL010590,,
gene8263,AAEL010574,,
gene8264,AAEL010593,,
gene8265,AAEL010595,,
gene8266,AAEL010579,,
gene8267,AAEL010582,,
gene8268,AAEL010580,,
gene8269,AAEL010592,,
gene827,AAEL014356,,
gene8270,AAEL010581,,
gene8271,AAEL010585,,
gene8272,AAEL010588,,
gene8273,AAEL010587,,
gene8274,AAEL010596,,
gene8275,AAEL010573,,
gene8276,AAEL011625,,
gene8277,AAEL011624,,
gene8279,AAEL014858,,
gene828,AAEL014358,,
gene8280,AAEL009693,,
gene8281,AAEL009695,,
gene8282,AAEL013799,,
gene8283,AAEL015322,,
gene8284,AAEL011043,,
gene8285,AAEL011036,,
gene8286,AAEL011035,,
gene8287,AAEL011044,,
gene8288,AAEL011041,,
gene8289,AAEL011037,,
gene829,AAEL014357,,
gene8290,AAEL011040,,
gene8291,AAEL011038,,
gene8292,AAEL011045,,
gene8294,AAEL011042,,
gene8296,RU101,,
gene8297,AAEL012630,,
gene8298,AAEL016973,,
gene8299,AAEL012629,,
gene83,AAEL018207,,
gene830,AAEL010786,,
gene8300,AAEL012631,,
gene8301,AAEL006172,,
gene8302,AAEL006185,,
gene8303,AAEL017407,,
gene8304,AAEL006175,,
gene8305,AAEL006181,,
gene8306,AAEL006173,,
gene8307,AAEL006171,,
gene8308,AAEL006178,,
gene8309,AAEL006179,,
gene831,AAEL010794,,
gene8310,AAEL017064,,
gene8311,AAEL006183,,
gene8312,AAEL006186,,
gene8313,AAEL006182,,
gene8314,AAEL006174,,
gene8315,AAEL006187,,
gene8316,AAEL006188,,
gene8317,AAEL018113,,
gene8318,AAEL006177,,
gene8319,AAEL006180,,
gene832,AAEL010791,,
gene8320,AAEL012509,,
gene8321,AAEL012504,,
gene8322,AAEL012515,,
gene8323,AAEL012503,,
gene8324,AAEL012510,,
gene8325,AAEL012508,,
gene8326,AAEL012511,,
gene8327,AAEL012512,,
gene8328,AAEL012514,,
gene8329,AAEL018241,,
gene833,AAEL010787,,
gene8330,AAEL012507,,
gene8331,AAEL012513,,
gene8332,AAEL011764,,
gene8333,AAEL011768,,
gene8334,RU102,,
gene8335,AAEL011763,,
gene8336,AAEL011762,,
gene8337,AAEL011761,,
gene8338,AAEL011767,,
gene8339,AAEL011769,,
gene834,AAEL010793,,
gene8340,AAEL011766,,
gene8341,AAEL011770,,
gene8342,AAEL011771,,
gene8343,AAEL011767,,
gene8344,AAEL011765,,
gene8345,AAEL014998,,
gene8346,AAEL014999,,
gene8347,AAEL010104,,
gene8348,AAEL010102,,
gene8349,AAEL010097,,
gene835,AAEL010790,,
gene8350,AAEL010100,,
gene8351,AAEL010112,,
gene8353,AAEL010103,,
gene8354,AAEL010113,,
gene8355,AAEL010108,,
gene8356,AAEL010107,,
gene8357,AAEL010109,,
gene8358,AAEL010115,,
gene8359,AAEL010095,,
gene836,AAEL010792,,
gene8360,AAEL010096,,
gene8361,AAEL017132,,
gene8362,AAEL010099,,
gene8363,AAEL010098,,
gene8364,AAEL010111,,
gene8365,AAEL010105,,
gene8366,AAEL010114,,
gene8367,AAEL010101,,
gene8368,AAEL010110,,
gene8369,AAEL015053,,
gene837,AAEL010785,,
gene8370,RU103,,
gene8371,AAEL014330,,
gene8372,AAEL014329,,
gene8373,AAEL015043,,
gene8374,AAEL011829,,
gene8375,AAEL011834,,
gene8376,AAEL011833,,
gene8377,AAEL011832,,
gene8378,AAEL011831,,
gene8379,AAEL011828,,
gene838,AAEL010788,,
gene8380,AAEL011830,,
gene8381,AAEL004662,,
gene8382,RU104,,
gene8383,AAEL004664,,
gene8384,AAEL004677,,
gene8385,AAEL004659,,
gene8386,AAEL004665,,
gene8387,AAEL004681,,
gene8388,AAEL004656,,
gene8389,AAEL004680,,
gene839,AAEL010784,,
gene8390,AAEL004672,,
gene8391,AAEL004667,,
gene8392,AAEL004682,,
gene8393,AAEL004674,,
gene8394,AAEL004670,,
gene8395,AAEL004666,,
gene8396,AAEL004679,,
gene8397,AAEL004676,,
gene8398,AAEL004678,,
gene8399,AAEL004658,,
gene84,AAEL010987,,
gene840,AAEL010789,,
gene8400,AAEL004653,,
gene8401,AAEL004675,,
gene8402,AAEL004668,,
gene8403,AAEL004669,,
gene8404,AAEL004655,,
gene8405,AAEL018326,,
gene8406,AAEL004673,,
gene8407,AAEL004671,,
gene8408,AAEL004683,,
gene8409,AAEL004657,,
gene841,AAEL013331,,
gene8410,AAEL004684,,
gene8411,AAEL004661,,
gene8412,AAEL004663,,
gene8413,AAEL014744,,
gene8414,AAEL014746,,
gene8415,AAEL014745,,
gene8416,AAEL014747,,
gene8417,AAEL015383,,
gene8418,AAEL012373,,
gene8419,AAEL012376,,
gene842,AAEL017979,,
gene8420,AAEL012372,,
gene8422,AAEL012378,,
gene8423,AAEL012371,,
gene8424,AAEL012375,,
gene8425,AAEL012380,,
gene8426,AAEL012379,,
gene8427,AAEL012374,,
gene8428,AAEL014740,,
gene8429,AAEL014739,,
gene843,AAEL017982,,
gene8430,AAEL015357,,
gene8431,AAEL015356,,
gene8432,AAEL014056,,
gene8433,AAEL014057,,
gene8435,AAEL006392,,
gene8436,AAEL006397,,
gene8437,AAEL006395,,
gene8438,AAEL006390,,
gene844,AAEL013329,,
gene8440,AAEL006386,,
gene8441,AAEL006389,,
gene8442,AAEL018029,,
gene8443,AAEL006388,,
gene8444,AAEL006394,,
gene8446,AAEL013138,,
gene8447,AAEL013132,,
gene8448,AAEL018256,,
gene8449,AAEL013135,,
gene845,AAEL017981,,
gene8450,AAEL013136,,
gene8451,AAEL013134,,
gene8452,AAEL013130,,
gene8453,AAEL013133,,
gene8454,AAEL007090,,
gene8455,AAEL007089,,
gene8456,AAEL007082,,
gene8457,AAEL007088,,
gene8458,AAEL007100,,
gene8459,AAEL007095,,
gene846,AAEL013330,,
gene8460,AAEL018131,,
gene8461,AAEL007094,,
gene8462,AAEL007083,,
gene8463,AAEL007085,,
gene8464,AAEL007093,,
gene8465,AAEL007096,,
gene8466,AAEL007101AAEL007099,,
gene8467,AAEL007091,,
gene8468,AAEL007097,,
gene8469,AAEL007092,,
gene847,AAEL008664,,
gene8470,AAEL007084,,
gene8471,AAEL007098,,
gene8472,AAEL011901,,
gene8473,AAEL011898,,
gene8474,AAEL011903,,
gene8475,AAEL011899,,
gene8477,AAEL011897,,
gene8478,AAEL011900,,
gene8479,AAEL011902,,
gene848,AAEL008669,,
gene8480,AAEL011896,,
gene8481,AAEL015337,,
gene8482,AAEL007612,,
gene8483,AAEL007619,,
gene8484,AAEL007620,,
gene8485,AAEL007615,,
gene8486,AAEL007614,,
gene8487,AAEL007623,,
gene8488,AAEL007608,,
gene8489,AAEL007611,,
gene849,AAEL008670,,
gene8490,AAEL007622,,
gene8491,AAEL007618,,
gene8492,AAEL007607,,
gene8493,AAEL007613,,
gene8494,AAEL007609,,
gene8495,AAEL007616,,
gene8496,AAEL007621,,
gene8497,AAEL007606,,
gene8498,AAEL007610,,
gene8499,AAEL007617,,
gene85,AAEL010986,,
gene850,AAEL008673,,
gene8500,AAEL007785,,
gene8501,AAEL007787,,
gene8502,AAEL007782,,
gene8503,AAEL007775,,
gene8504,AAEL017019,,
gene8505,AAEL007780,,
gene8506,AAEL007778,,
gene8507,AAEL007783,,
gene8508,AAEL007776,,
gene8509,AAEL007779,,
gene851,AAEL008672,,
gene8510,AAEL007781,,
gene8511,AAEL007784,,
gene8512,AAEL007777,,
gene8513,AAEL007121,,
gene8514,AAEL007115,,
gene8516,AAEL007124,,
gene8517,AAEL007113,,
gene8518,AAEL007116,,
gene852,AAEL008666,,
gene8520,AAEL007123,,
gene8521,AAEL007120,,
gene8522,AAEL007112,,
gene8523,AAEL007114,,
gene8524,AAEL007117,,
gene8525,AAEL007111,,
gene8526,AAEL015559,,
gene8527,AAEL011893,,
gene8528,AAEL011894,,
gene8529,AAEL011892,,
gene853,AAEL008668,,
gene8530,AAEL014375,,
gene8531,AAEL014379,,
gene8532,AAEL014378,,
gene8533,AAEL014377,,
gene8534,AAEL014376,,
gene8535,AAEL014374,,
gene8536,AAEL014380,,
gene8537,AAEL010876,,
gene8538,AAEL010870,,
gene854,AAEL008671,,
gene8540,AAEL010871,,
gene8541,AAEL010877,,
gene8542,AAEL010869,,
gene8543,AAEL010873,,
gene8544,AAEL010874,,
gene8545,AAEL004335,,
gene8546,AAEL004341,,
gene8547,AAEL004340,,
gene8548,AAEL004327,,
gene8549,AAEL004338,,
gene855,AAEL008665,,
gene8550,AAEL004336,,
gene8551,AAEL004346,,
gene8552,AAEL004330,,
gene8554,AAEL004328,,
gene8555,AAEL004333,,
gene8557,AAEL004349,,
gene8558,AAEL004332,,
gene8559,AAEL004348,,
gene856,AAEL008667,,
gene8560,AAEL004344,,
gene8561,AAEL004347,,
gene8562,AAEL004331,,
gene8563,AAEL004345,,
gene8564,RU105,,
gene8565,AAEL004337,,
gene8566,AAEL004334,,
gene8568,AAEL004329,,
gene8569,AAEL014772,,
gene857,AAEL014912,,
gene8570,AAEL008646,,
gene8571,AAEL017989,,
gene8572,AAEL018160,,
gene8573,AAEL008636,,
gene8574,AAEL017990,,
gene8575,AAEL008643,,
gene8576,AAEL008644,,
gene8577,AAEL008642,,
gene8578,AAEL008645,,
gene8579,AAEL008638,,
gene858,AAEL014911,,
gene8580,AAEL008647,,
gene8581,AAEL008641,,
gene8582,AAEL008639,,
gene8584,AAEL008640,,
gene8585,AAEL017176,,
gene8586,AAEL015565,,
gene8587,AAEL015471,,
gene8588,AAEL016980,,
gene8589,AAEL009611,,
gene859,AAEL014909,,
gene8590,AAEL009601,,
gene8591,AAEL009622,,
gene8592,AAEL009604,,
gene8593,AAEL009606,,
gene8594,AAEL018181,,
gene8595,AAEL009612,,
gene8596,AAEL009621,,
gene8597,AAEL009613,,
gene8598,AAEL009609,,
gene8599,AAEL009607,,
gene86,AAEL010991,,
gene860,AAEL014913,,
gene8600,AAEL009614,,
gene8601,AAEL009623,,
gene8602,AAEL009617,,
gene8603,AAEL009608,,
gene8604,AAEL009610,,
gene8605,AAEL009624,,
gene8606,AAEL009615,,
gene8607,AAEL009602,,
gene8608,AAEL009603,,
gene8609,AAEL009616,,
gene861,AAEL014910,,
gene8610,AAEL009619,,
gene8611,AAEL014726,,
gene8612,AAEL012815,,
gene8613,AAEL012817,,
gene8614,AAEL012816,,
gene8615,AAEL012819,,
gene8616,AAEL012818,,
gene8617,AAEL003996,,
gene8618,AAEL003991,,
gene8619,AAEL003988,,
gene862,AAEL014914,,
gene8620,AAEL004001,,
gene8621,AAEL003987,,
gene8622,AAEL003997,,
gene8623,AAEL003990,,
gene8624,AAEL003999,,
gene8625,AAEL003985,,
gene8626,AAEL003992,,
gene8627,RU106,,
gene8628,AAEL003995,,
gene8629,AAEL003994,,
gene863,AAEL014760,,
gene8630,AAEL004000,,
gene8631,AAEL003984,,
gene8632,AAEL003998,,
gene8633,AAEL003993,,
gene8634,AAEL003989,,
gene8635,AAEL003986,,
gene8636,AAEL015177,,
gene8637,AAEL015379,,
gene8638,AAEL002664,,
gene8639,AAEL002676,,
gene864,AAEL015560,,
gene8640,AAEL002674,,
gene8641,AAEL002655,,
gene8642,AAEL002678,,
gene8643,AAEL002661,,
gene8644,AAEL017460,,
gene8645,AAEL017025,,
gene8646,AAEL002669,,
gene8647,AAEL002657,,
gene8648,AAEL002663,,
gene8649,AAEL002666,,
gene865,AAEL015363,,
gene8650,AAEL002658,,
gene8651,AAEL002668,,
gene8652,AAEL002673,,
gene8653,AAEL002662,,
gene8654,AAEL002679,,
gene8655,AAEL002677,,
gene8656,AAEL017451,,
gene8657,AAEL002675,,
gene8658,AAEL002667,,
gene8659,AAEL002656,,
gene866,AAEL015364,,
gene8660,AAEL002680,,
gene8661,AAEL002670,,
gene8662,AAEL002665,,
gene8663,AAEL002659,,
gene8664,AAEL002672,,
gene8665,RU107,,
gene8666,AAEL002660,,
gene8667,AAEL002671,,
gene8668,AAEL011784,,
gene8669,AAEL011780,,
gene867,AAEL017012,,
gene8670,AAEL011779,,
gene8671,AAEL011778,,
gene8672,AAEL011774,,
gene8673,AAEL011782,,
gene8674,AAEL011777,,
gene8675,AAEL011781,,
gene8676,AAEL011785,,
gene8677,AAEL018221,,
gene8678,AAEL011776,,
gene868,AAEL013936,,
gene8680,AAEL014725,,
gene8681,AAEL013092,,
gene8682,AAEL013099,,
gene8683,AAEL013089,,
gene8684,AAEL013095,,
gene8685,AAEL013098,,
gene8686,AAEL013102,,
gene8687,AAEL013096,,
gene8688,AAEL013100,,
gene8689,AAEL013103,,
gene869,AAEL013935,,
gene8690,AAEL013097,,
gene8691,AAEL013094,,
gene8692,AAEL013101,,
gene8693,AAEL013087,,
gene8694,AAEL017424,,
gene8695,AAEL017055,,
gene8696,AAEL013088,,
gene8697,AAEL013090,,
gene8698,AAEL013091,,
gene8699,AAEL013093,,
gene87,AAEL010989,,
gene870,RU007,,
gene8700,AAEL012201,,
gene8701,AAEL012202,,
gene8702,AAEL012196,,
gene8703,AAEL012200,,
gene8704,AAEL012203,,
gene8705,AAEL012199,,
gene8706,AAEL012197,,
gene8707,AAEL012204,,
gene8708,AAEL012194,,
gene8709,AAEL012198,,
gene871,AAEL013758,,
gene8710,AAEL012195,,
gene8711,AAEL012205,,
gene8712,AAEL012672,,
gene8713,AAEL012673,,
gene8714,AAEL012674,,
gene8715,AAEL014846,,
gene8716,AAEL014848,,
gene8717,AAEL014847,,
gene8718,AAEL014566,,
gene8719,AAEL014563,,
gene872,AAEL013757,,
gene8720,AAEL014564,,
gene8721,AAEL014562,,
gene8722,AAEL014565,,
gene8723,AAEL015308,,
gene8724,AAEL015336,,
gene8725,AAEL015335,,
gene8726,AAEL009067,,
gene8727,AAEL009057,,
gene8728,AAEL009061,,
gene8729,AAEL009065,,
gene873,AAEL013759,,
gene8730,AAEL009064,,
gene8731,AAEL009056,,
gene8732,AAEL009058,,
gene8733,AAEL009062,,
gene8734,AAEL017513,,
gene8735,AAEL009066,,
gene8736,AAEL009055,,
gene8737,AAEL009063,,
gene8738,AAEL009060,,
gene8739,AAEL009059,,
gene874,AAEL015639,,
gene8740,AAEL009054,,
gene8741,AAEL009068,,
gene8742,AAEL009069,,
gene8743,AAEL015464,,
gene8744,AAEL013842,,
gene8745,AAEL013840,,
gene8746,AAEL013841,,
gene8747,AAEL013844,,
gene8748,AAEL013839,,
gene8749,AAEL013843,,
gene875,AAEL014981,,
gene8750,AAEL013704,,
gene8751,AAEL013715,,
gene8752,AAEL013707,,
gene8753,AAEL013710,,
gene8754,AAEL013714,,
gene8755,AAEL013708,,
gene8756,AAEL017520,,
gene8757,AAEL013709,,
gene8758,AAEL013711,,
gene8759,AAEL013712,,
gene876,AAEL015448,,
gene8760,AAEL013703,,
gene8761,AAEL013705,,
gene8762,AAEL013713,,
gene8763,AAEL013706,,
gene8764,AAEL006478,,
gene8765,AAEL006475,,
gene8766,AAEL006477,,
gene8767,AAEL006476,,
gene8768,AAEL008749,,
gene8769,AAEL008751,,
gene877,AAEL015444,,
gene8770,AAEL008750,,
gene8771,AAEL008748,,
gene8772,AAEL011300,,
gene8773,AAEL011296,,
gene8774,RU108,,
gene8775,AAEL011299,,
gene8776,AAEL017465,,
gene8777,AAEL011295,,
gene8778,AAEL011298,,
gene8779,AAEL017471,,
gene878,AAEL004687,,
gene8780,AAEL011294,,
gene8781,AAEL011297,,
gene8782,AAEL014144,,
gene8783,AAEL014143,,
gene8784,AAEL014142,,
gene8785,AAEL011360,,
gene8786,AAEL011359,,
gene8787,AAEL011356,,
gene8788,AAEL011353,,
gene8789,AAEL011351,,
gene879,AAEL004707,,
gene8790,AAEL011362,,
gene8791,AAEL011361,,
gene8792,AAEL011352,,
gene8793,AAEL011355,,
gene8794,AAEL011357,,
gene8795,AAEL011354,,
gene8796,AAEL011358,,
gene8797,AAEL012085,,
gene8798,AAEL012086,,
gene8799,AAEL012087,,
gene88,AAEL010988,,
gene880,AAEL004706,,
gene8800,AAEL014102,,
gene8801,AAEL005827,,
gene8802,AAEL017034,,
gene8804,AAEL017572,,
gene8805,AAEL005832,,
gene8806,AAEL005828,,
gene8807,AAEL005838,,
gene8808,AAEL005831,,
gene8809,AAEL005833,,
gene881,AAEL004699,,
gene8810,AAEL005826,,
gene8811,AAEL005839,,
gene8812,AAEL018353,,
gene8813,AAEL005830,,
gene8814,AAEL005825,,
gene8815,RU109,,
gene8816,AAEL005837,,
gene8817,AAEL005829,,
gene8818,AAEL005835,,
gene8819,AAEL005840,,
gene882,AAEL004700,,
gene8820,AAEL007647,,
gene8821,AAEL007643,,
gene8822,AAEL007640,,
gene8823,AAEL007638,,
gene8824,AAEL007645,,
gene8825,AAEL007642,,
gene8826,AAEL007644,,
gene8827,AAEL007639,,
gene8828,AAEL007646,,
gene8829,AAEL007641,,
gene883,AAEL004686,,
gene8830,AAEL015551,,
gene8831,AAEL013405,,
gene8832,AAEL013406,,
gene8833,AAEL007788,,
gene8834,AAEL007790,,
gene8835,AAEL007789AAEL007793,,
gene8836,AAEL007791,,
gene8837,AAEL007792,,
gene8838,AAEL002817,,
gene8839,AAEL002774,,
gene884,AAEL004705,,
gene8840,AAEL002789,,
gene8841,AAEL002800,,
gene8842,AAEL002787,,
gene8843,AAEL002776,,
gene8844,AAEL002801,,
